SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,CURRENT_PRICE,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,SUBSECTOR,HIGH_QUALITY_FLAG,HIGH_GROWTH_FLAG,COMPOUNDER_FLAG,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,ROE_SCORE,OPERATING_MARGIN_SCORE,GROWTH_STABILITY_SCORE,GROWTH_SCORE,GROWTH_CATEGORY
URAVIDEF,1345200000.0,MICRO CAP,118.0,51.304348,2.796076,0.11156999,45.279,0.025050001,0.06519,0.018,0.292,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,0,0,24.63,74.26,50.02,18.48,49.445,46.46,SLOW GROWTH
WESTLIFE,65237180416.0,SMALL CAP,420.29998779296875,204.02913,10.501724,0.05289,291.521,0.04538,0.01243,0.079,0.5,Hospitality,Consumer Cyclical,Restaurants,2026-06-02,Restaurants,0,0,0,35.18,80.78,16.8,25.1,57.980000000000004,46.46,SLOW GROWTH
BMWVENTLTD,5073694720.0,MICRO CAP,58.5099983215332,13.9642,1.149125,0.114989996,58.379,0.02683,0.016449999,0.245,-0.277,Misc,Basic Materials,Steel,2026-06-02,Steel,0,0,0,75.2,12.74,68.75,18.95,43.97,46.42,SLOW GROWTH
HDFCAMC,1093280137216.0,LARGE CAP,2550.60009765625,38.39958,11.835048,0.32929,29.595,0.78761,0.61833,0.037,-0.028,Financials,Financial Services,Asset Management,2026-06-02,Asset Management Companies,0,0,0,27.66,21.5,97.02,98.04,24.58,46.41,SLOW GROWTH
OCCLLTD,5683363328.0,MICRO CAP,113.77999877929688,11.914136,2.3387831500000003,0.11156999,29.595,0.0,0.0,0.121,0.171,Misc,Basic Materials,Chemicals,2026-06-02,Chemicals,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
IMPEXFERRO,176912720.0,MICRO CAP,1.9800000190734863,26.454715,-0.053636733,0.11156999,29.595,0.0,0.0,0.121,0.171,Misc,Basic Materials,Other Industrial Metals & Mining,2026-06-02,Other Industrial Metals & Mining,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
TARAPUR,375375232.0,MICRO CAP,19.25,26.454715,139.49275,0.11156999,29.595,0.0,0.0,0.121,0.171,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
AGRITECH,641520000.0,MICRO CAP,108.0,26.454715,2.3387831500000003,0.11156999,29.595,0.0,0.0,0.121,0.171,Misc,Consumer Defensive,Farm Products,2026-06-02,Farm Products,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
SHYAMTEL,200314272.0,MICRO CAP,17.5,26.454715,-0.60141593,0.11156999,29.595,0.0,0.0,0.121,0.171,Misc,Technology,Communication Equipment,2026-06-02,Communication Equipment,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
TECILCHEM,225479232.0,MICRO CAP,11.890000343322754,26.454715,2.3387831500000003,0.11156999,29.595,0.0,0.0,0.121,0.171,Misc,Financial Services,Shell Companies,2026-06-02,Shell Companies,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
NEXTMEDIA,270916288.0,MICRO CAP,4.050000190734863,26.454715,-0.75984997,0.11156999,29.595,0.0,0.0,0.121,0.171,Media,Communication Services,Broadcasting,2026-06-02,Broadcasting,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
MODTHREAD,1693897984.0,MICRO CAP,48.709999084472656,14.671687,2.3387831500000003,0.11156999,29.595,0.0,0.0,0.121,0.171,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
PRUDMOULI,491520480.0,MICRO CAP,15.239999771118164,8.75862,2.3387831500000003,0.11156999,29.595,0.0,0.0,0.121,0.171,Misc,Consumer Defensive,Confectioners,2026-06-02,Confectioners,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
ICDSLTD,575780160.0,MICRO CAP,44.20000076293945,24.555557,2.3387831500000003,0.11156999,29.595,0.0,0.0,0.121,0.171,Misc,Real Estate,Real Estate Services,2026-06-02,Real Estate Services,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
NDGL,2435100160.0,MICRO CAP,2435.10009765625,50.81595,2.3387831500000003,0.11156999,29.595,0.0,0.0,0.121,0.171,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
CPEDU,3312388608.0,MICRO CAP,182.07000732421875,14.438541,2.3387831500000003,0.11156999,29.595,0.0,0.0,0.121,0.171,Misc,Consumer Defensive,Education & Training Services,2026-06-02,Education & Training Services,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
NIRAJISPAT,131040000.0,MICRO CAP,218.39999389648438,8.53792,2.3387831500000003,0.11156999,29.595,0.0,0.0,0.121,0.171,Misc,Consumer Cyclical,Apparel Manufacturing,2026-06-02,Apparel Manufacturing,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
KALYANI,138090000.0,MICRO CAP,138.09,5.9215264,2.3387831500000003,0.11156999,29.595,0.0,0.0,0.121,0.171,Misc,Consumer Cyclical,Auto & Truck Dealerships,2026-06-02,Auto & Truck Dealerships,0,1,0,50.1,50.02,50.02,13.21,50.06,46.37,SLOW GROWTH
BIGBLOC,6998089216.0,MICRO CAP,49.43000030517578,26.454715,2.553862,0.11156999,140.107,0.05155,-0.00595,0.281,-0.133,Misc,Industrials,Building Products & Equipment,2026-06-02,Building Products & Equipment,0,0,0,78.43,17.62,50.02,27.29,48.025000000000006,46.35,SLOW GROWTH
SPLIL,934924288.0,MICRO CAP,31.850000381469727,15.239235,0.43034142,0.11156999,29.595,-0.3346,0.07843,-0.452,7.2,Misc,Consumer Cyclical,Apparel Manufacturing,2026-06-02,Apparel Manufacturing,0,0,0,4.13,98.32,50.02,4.93,51.224999999999994,46.35,SLOW GROWTH
ELLEN,35114102784.0,SMALL CAP,249.14999389648438,33.0,3.6017866,0.14199,18.873,0.24102,0.30563998,0.06,0.165,Misc,Basic Materials,Chemicals,2026-06-02,Chemicals,0,0,0,31.6,32.22,77.33,85.0,31.91,46.3,SLOW GROWTH
LPDC,925587840.0,MICRO CAP,6.900000095367432,26.454715,2.1329212,0.0367,29.595,0.25190002,0.20333,0.121,0.171,Misc,Real Estate,Real Estate Services,2026-06-02,Real Estate Services,0,1,0,50.1,50.02,13.31,85.79,50.06,46.28,SLOW GROWTH
LYKALABS,2069663104.0,MICRO CAP,57.9900016784668,26.454715,2.2415059,0.11156999,29.595,-0.0068,-0.0050199996,0.121,0.171,Healthcare,Healthcare,Biotechnology,2026-06-02,Biotechnology,0,1,0,50.1,50.02,50.02,12.22,50.06,46.27,SLOW GROWTH
REDINGTON,185530712064.0,MID CAP,237.32000732421875,12.457744,1.8280979,0.13089,27.26,0.01698,0.012510001,0.251,-0.411,Technology,Technology,Information Technology Services,2026-06-02,IT Services,0,0,0,75.65,9.51,73.92,16.44,42.580000000000005,46.23,SLOW GROWTH
SHREERAMA,6048770048.0,MICRO CAP,45.31999969482422,25.60452,3.8061645,0.11156999,13.028,0.12592,0.23962,0.132,0.026,Misc,Consumer Cyclical,Packaging & Containers,2026-06-02,Packaging & Containers,0,0,0,59.93,24.47,50.02,65.43,42.2,46.09,SLOW GROWTH
EMIL,43857510400.0,SMALL CAP,113.98999786376953,41.003597,2.7041967,0.06787,122.806,0.04601,0.01491,0.113,0.256,Misc,Consumer Cyclical,Specialty Retail,2026-06-02,Specialty Retail,0,1,0,40.64,72.16,20.24,25.45,56.4,46.07,SLOW GROWTH
JSFB,51732987904.0,SMALL CAP,491.1000061035156,15.893205,1.156667,0.076009996,29.595,0.17341,0.1176,0.176,0.129,Financials,Financial Services,Banks - Regional,2026-06-02,Private Sector Banks,0,1,0,66.62,30.23,22.08,77.06,48.425000000000004,46.02,SLOW GROWTH
SARVESHWAR,4593967104.0,MICRO CAP,3.7300000190734863,12.862069,0.9554303,0.11156999,57.24,0.050619997,0.02516,0.158,0.143,Misc,Consumer Defensive,Packaged Foods,2026-06-02,Packaged Foods,0,1,0,64.0,30.99,50.02,26.98,47.495,45.95,SLOW GROWTH
ESABINDIA,94513143808.0,SMALL CAP,6140.0,45.81748,22.007484,0.5137423209999978,0.78,0.14739001,0.1365,0.076,-0.082,Misc,Industrials,Tools & Accessories,2026-06-02,Tools & Accessories,1,0,0,34.59,19.36,99.51,71.61,26.975,45.95,SLOW GROWTH
HITECH,17193881600.0,SMALL CAP,84.81999969482422,22.498674,1.3099008,0.058790002,20.061,0.02614,0.018129999,1.017,-0.061,Misc,Basic Materials,Steel,2026-06-02,Steel,0,0,0,95.34,20.09,18.13,18.83,57.715,45.91,SLOW GROWTH
AMRUTANJAN,16094454784.0,SMALL CAP,556.9000244140625,27.789421,4.3494563,0.16623,0.48,0.10905,0.11525,0.105,0.067,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,1,0,0,39.49,26.8,83.12,60.73,33.145,45.9,SLOW GROWTH
GANDHITUBE,10268439552.0,SMALL CAP,845.0,14.908257,3.5792649,0.23506,0.08224000000000001,0.39485002,0.35649,0.089,-0.215,Misc,Industrials,Metal Fabrication,2026-06-02,Metal Fabrication,1,0,0,37.0,14.72,92.36,93.03,25.86,45.88,SLOW GROWTH
CRAMC,49587138560.0,SMALL CAP,248.66000366210938,24.306942,6.6618443,0.30286,2.358,0.56520003,0.44826,0.029,-0.01,Financials,Financial Services,Asset Management,2026-06-02,Asset Management Companies,0,0,0,26.21,22.53,96.01,96.12,24.37,45.87,SLOW GROWTH
IITL,3311107840.0,MICRO CAP,146.85000610351562,26.454715,0.73599434,-0.028199999,0.467,0.9052779832539976,0.0,0.121,0.171,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,1,0,50.1,50.02,4.4,99.51,50.06,45.87,SLOW GROWTH
MOTISONS,11359959040.0,SMALL CAP,11.34000015258789,17.181818,2.3580787,0.13962,7.795,0.05783,0.13014,0.158,-0.216,Misc,Consumer Cyclical,Luxury Goods,2026-06-02,Luxury Goods,0,0,0,64.0,14.68,76.62,29.56,39.34,45.82,SLOW GROWTH
GUJAPOLLO,5058299904.0,MICRO CAP,390.0,26.454715,0.9395349,0.11156999,9.248,-0.32992,-0.07649,1.595,-0.742,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,0,0,97.45,3.45,50.02,5.05,50.45,45.82,SLOW GROWTH
BHARTIHEXA,746849959936.0,LARGE CAP,1493.699951171875,43.070934,10.423296,0.26466998,85.654,0.32316002,0.18529,0.054,-0.047,Telecom,Communication Services,Telecom Services,2026-06-02,Telecom Services,0,0,0,30.46,20.87,94.01,90.29,25.665,45.8,SLOW GROWTH
GMMPFAUDLR,35028422656.0,SMALL CAP,779.1500244140625,59.07127,2.9092085,0.04581,84.461,0.0349,0.01641,0.17,0.171,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,1,0,65.76,50.02,15.35,21.73,57.89,45.77,SLOW GROWTH
CSBBANK,61045829632.0,SMALL CAP,360.20001220703125,9.863089,1.276721,0.13483,29.595,0.36215,0.2378,0.079,0.058,Financials,Financial Services,Banks - Regional,2026-06-02,Private Sector Banks,0,0,0,35.18,26.27,75.18,92.09,30.725,45.75,SLOW GROWTH
PRECOT,9286800384.0,MICRO CAP,773.9000244140625,25.882944,2.005764,0.07716,72.242,0.112679996,0.04048,0.121,0.171,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,1,0,50.1,50.02,22.47,61.96,50.06,45.73,SLOW GROWTH
BLUESTARCO,322122547200.0,MID CAP,1566.800048828125,61.107647,9.382092,0.16222,23.588,0.068280004,0.04255,0.013,0.171,Misc,Industrials,Building Products & Equipment,2026-06-02,Building Products & Equipment,0,0,0,23.98,50.02,82.26,33.52,37.0,45.7,SLOW GROWTH
DABUR,746656563200.0,LARGE CAP,420.75,39.48405,6.531657,0.16239999,10.907,0.11179,0.14364,0.073,0.152,Consumer,Consumer Defensive,Household & Personal Products,2026-06-02,FMCG – Personal Care,0,0,0,34.22,31.5,82.46,61.67,32.86,45.66,SLOW GROWTH
INDOCO,19136182272.0,SMALL CAP,207.61000061035156,26.454715,1.8611385,-0.101210006,116.912,0.03621,-0.05156,0.219,0.171,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,0,1,0,72.44,50.02,2.86,22.0,61.230000000000004,45.63,SLOW GROWTH
KRIDHANINF,303716576.0,MICRO CAP,3.049999952316284,4.485294,-0.093452215,0.11156999,29.595,-0.26977,0.8953306140999984,0.121,0.171,Misc,Basic Materials,Steel,2026-06-02,Steel,0,1,0,50.1,50.02,50.02,5.76,50.06,45.62,SLOW GROWTH
ACMESOLAR,200141586432.0,MID CAP,330.6000061035156,40.46512,3.9563913,0.10406,393.194,0.64989,0.199,0.125,0.063,Energy,Utilities,Utilities - Renewable,2026-06-02,Power Generation – Renewable,0,0,0,58.87,26.49,30.15,97.06,42.68,45.61,SLOW GROWTH
ADANIENSOL,1782463332352.0,LARGE CAP,1483.800048828125,79.94613,7.0125527,0.096599996,194.5,0.21996,0.08274,0.168,0.035,Misc,Utilities,Utilities - Independent Power Producers,2026-06-02,Utilities - Independent Power Producers,0,0,0,65.66,25.06,27.37,83.32,45.36,45.56,SLOW GROWTH
RUPA,12488479744.0,SMALL CAP,157.0,17.214912,1.2337239,0.06958,24.224,0.11604,0.05757,0.063,0.183,Misc,Consumer Cyclical,Apparel Manufacturing,2026-06-02,Apparel Manufacturing,0,0,0,32.3,68.07,20.56,62.92,50.184999999999995,45.53,SLOW GROWTH
SUNDRMBRAK,2752628480.0,MICRO CAP,699.5999755859375,113.94137,2.894509,0.02549,44.875,0.07555,0.00745,-0.067,4.632,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,0,0,15.99,97.02,11.35,36.35,56.504999999999995,45.46,SLOW GROWTH
KWIL,69900337152.0,SMALL CAP,29.75,26.454715,49.50083,0.11156999,29.595,-0.45808998,0.0,0.121,0.171,Misc,Consumer Defensive,Packaged Foods,2026-06-02,Packaged Foods,0,1,0,50.1,50.02,50.02,4.11,50.06,45.46,SLOW GROWTH
FLAIR,29990252544.0,SMALL CAP,284.54998779296875,25.270868,2.625557,0.13085,5.802,0.13633001,0.11,0.084,0.16,Misc,Industrials,Business Equipment & Supplies,2026-06-02,Business Equipment & Supplies,0,0,0,36.04,32.05,73.86,68.32,34.045,45.44,SLOW GROWTH
TPHQ,548109824.0,MICRO CAP,0.5,8.333334,0.63051707,0.11156999,1.018,-0.55165,0.0,0.121,0.171,Industrials,Industrials,Engineering & Construction,2026-06-02,Engineering & EPC,0,1,0,50.1,50.02,50.02,3.52,50.06,45.4,SLOW GROWTH
PRIMESECU,9456495616.0,MICRO CAP,278.95001220703125,34.269043,4.012284,0.11156999,0.723,0.08542,0.23128,0.416,-0.72,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,0,0,85.83,3.8,50.02,40.25,44.815,45.4,SLOW GROWTH
NAGAFERT,2254705152.0,MICRO CAP,3.77,26.454715,-0.2524948,0.11156999,29.595,-0.58204,-0.02089,0.121,0.171,Chemicals,Basic Materials,Agricultural Inputs,2026-06-02,Agrochemicals,0,1,0,50.1,50.02,50.02,3.45,50.06,45.39,SLOW GROWTH
CARBORUNIV,194379579392.0,MID CAP,1020.4000244140625,98.97187,4.948906,0.043670002,10.292,0.056950003,0.0374,0.149,0.171,Misc,Industrials,Conglomerates,2026-06-02,Conglomerates,0,1,0,62.78,50.02,14.84,29.37,56.400000000000006,45.39,SLOW GROWTH
FAIRCHEMOR,7471259648.0,MICRO CAP,593.1500244140625,138.58644,2.6401649,0.019609999,31.852,0.04543,0.01205,-0.032,5.196,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,0,0,19.01,97.42,10.47,25.18,58.215,45.36,SLOW GROWTH
UFBL,18943217664.0,SMALL CAP,484.6499938964844,26.454715,5.775212,-0.17889,275.522,0.016180001,-0.04417,0.231,0.171,Hospitality,Consumer Cyclical,Restaurants,2026-06-02,Restaurants,0,1,0,73.9,50.02,1.84,16.17,61.96000000000001,45.36,SLOW GROWTH
TCI,70569762816.0,SMALL CAP,919.5499877929688,15.483246,2.9483907,0.19177,11.991,0.08053,0.0919,0.112,0.09,Misc,Industrials,Integrated Freight & Logistics,2026-06-02,Integrated Freight & Logistics,0,0,0,40.41,28.09,87.51,38.53,34.25,45.33,SLOW GROWTH
JAIPURKURT,569633024.0,MICRO CAP,33.0,32.673267,0.94256085,0.03352,57.634,0.07727,0.01758,0.533,-0.018,Misc,Consumer Cyclical,Apparel Manufacturing,2026-06-02,Apparel Manufacturing,0,0,0,89.51,22.04,12.73,36.96,55.775000000000006,45.28,SLOW GROWTH
DEVYANI,138027597824.0,MID CAP,111.94999694824219,26.454715,9.114965,-0.025880001,203.327,0.04217,-0.0068300003,0.197,0.171,Hospitality,Consumer Cyclical,Restaurants,2026-06-02,Restaurants,0,1,0,69.79,50.02,4.58,24.04,59.905,45.25,SLOW GROWTH
SEYAIND,434200928.0,MICRO CAP,14.550000190734863,26.454715,0.046999466,0.11156999,94.318,-1.29727,0.0,0.121,0.171,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,1,0,50.1,50.02,50.02,1.92,50.06,45.24,SLOW GROWTH
INDUSTOWER,1127794212864.0,LARGE CAP,427.6499938964844,15.780442,2.8446848,0.19806999,53.289,0.32422,0.21989,0.048,0.008,Telecom,Communication Services,Telecom Services,2026-06-02,Telecom Services,0,0,0,29.19,23.71,88.37,90.41,26.450000000000003,45.23,SLOW GROWTH
SAMMAANCAP,204079546368.0,MID CAP,178.0800018310547,26.454715,0.76655537,-0.35009998,273.033,0.9052779832539976,0.0,0.121,0.171,Misc,Financial Services,Mortgage Finance,2026-06-02,Mortgage Finance,0,1,0,50.1,50.02,1.06,99.51,50.06,45.21,SLOW GROWTH
SRF,803230646272.0,LARGE CAP,2709.89990234375,44.084915,5.721615,0.13763,36.195,0.20196,0.11625,0.07,0.106,Misc,Industrials,Conglomerates,2026-06-02,Conglomerates,0,0,0,33.71,28.82,76.04,81.13,31.265,45.21,SLOW GROWTH
LICHSGFIN,294338691072.0,MID CAP,535.0999755859375,5.2082925,0.71056753,0.14409,594.7505399999964,0.81481004,0.65779,0.044,0.086,Misc,Financial Services,Mortgage Finance,2026-06-02,Mortgage Finance,0,0,0,28.64,27.92,77.88,98.39,28.28,45.21,SLOW GROWTH
HAVISHA,230303712.0,MICRO CAP,1.5,26.454715,2.0408163,0.11156999,208.219,0.1165,-0.43105,0.065,0.171,Misc,Consumer Cyclical,Lodging,2026-06-02,Lodging,0,0,0,32.58,50.02,50.02,63.0,41.3,45.21,SLOW GROWTH
TIJARIA,127956920.0,MICRO CAP,4.409999847412109,26.454715,-0.39002386,0.11156999,29.595,-2.36061,0.0,0.121,0.171,Misc,Industrials,Building Products & Equipment,2026-06-02,Building Products & Equipment,0,1,0,50.1,50.02,50.02,1.49,50.06,45.2,SLOW GROWTH
PALREDTEC,575052928.0,MICRO CAP,47.0099983215332,26.454715,1.269717,-0.17523001,161.322,-0.069860004,-0.06822,0.248,0.171,Misc,Technology,Consumer Electronics,2026-06-02,Consumer Electronics,0,1,0,75.43,50.02,1.88,8.93,62.72500000000001,45.18,SLOW GROWTH
DEEDEV,45312081920.0,SMALL CAP,654.2000122070312,58.67265,5.432878,0.09127,79.221,0.13762,0.06774,0.263,-0.121,Misc,Industrials,Metal Fabrication,2026-06-02,Metal Fabrication,0,0,0,76.66,17.89,25.88,68.83,47.275,45.15,SLOW GROWTH
PAYTM,682239983616.0,LARGE CAP,1065.699951171875,124.78922,4.2632947,0.03558,1.073,0.0,0.06554,0.184,0.171,Technology,Technology,Software - Infrastructure,2026-06-02,Software Products,0,1,0,67.64,50.02,13.04,13.21,58.83,45.11,SLOW GROWTH
SVPGLOB,506000000.0,MICRO CAP,4.0,26.454715,-0.041370608,0.11156999,29.595,-4.753069109,0.0,0.121,0.171,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,1,0,50.1,50.02,50.02,0.53,50.06,45.1,SLOW GROWTH
21STCENMGM,355005024.0,MICRO CAP,33.810001373291016,26.454715,1.0736742,-0.350592598045,29.595,0.9052779832539976,0.0,0.121,0.171,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,1,0,50.1,50.02,0.53,99.51,50.06,45.1,SLOW GROWTH
ROLLT,520270368.0,MICRO CAP,2.0799999237060547,3.54378318,-7.591241,0.11156999,121.05,-4.753069109,0.8953306140999984,0.121,0.171,Misc,Real Estate,Real Estate Services,2026-06-02,Real Estate Services,0,1,0,50.1,50.02,50.02,0.53,50.06,45.1,SLOW GROWTH
BOHRAIND,167225744.0,MICRO CAP,16.239999771118164,26.454715,0.4591981,0.11156999,1.562,-4.753069109,0.0,0.121,0.171,Chemicals,Basic Materials,Agricultural Inputs,2026-06-02,Agrochemicals,0,1,0,50.1,50.02,50.02,0.53,50.06,45.1,SLOW GROWTH
BLUECHIP,131071280.0,MICRO CAP,2.369999885559082,26.454715,-18.96,0.11156999,29.595,-4.753069109,0.0,0.121,0.171,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,1,0,50.1,50.02,50.02,0.53,50.06,45.1,SLOW GROWTH
TRU,709605376.0,MICRO CAP,5.96999979019165,26.454715,0.6475054,-0.350592598045,594.7505399999964,0.9052779832539976,0.0,0.121,0.171,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,1,0,50.1,50.02,0.53,99.51,50.06,45.1,SLOW GROWTH
VIVIDHA,163912304.0,MICRO CAP,0.5600000023841858,26.454715,70.0,0.11156999,594.7505399999964,-4.753069109,0.0,0.121,0.171,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,1,0,50.1,50.02,50.02,0.53,50.06,45.1,SLOW GROWTH
HAL,2821762056192.0,MEGA CAP,4219.2998046875,30.926483,6.8757544,0.23979001,0.08224000000000001,0.26945,0.27549,0.018,0.055,Misc,Industrials,Aerospace & Defense,2026-06-02,Aerospace & Defense,1,0,0,24.63,26.16,92.68,87.12,25.395,45.02,SLOW GROWTH
UNIVCABLES,39830294528.0,SMALL CAP,1148.0,24.409952,2.1288314,0.08906,62.258,0.06892,0.05396,0.247,0.113,Misc,Industrials,Electrical Equipment & Parts,2026-06-02,Electrical Equipment & Parts,0,1,0,75.35,29.19,25.25,33.75,52.269999999999996,45.01,SLOW GROWTH
ANURAS,150598549504.0,MID CAP,1322.800048828125,85.84037,4.512828,0.05763,40.335,0.14881,0.07192,0.275,-0.076,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,0,0,77.88,19.64,17.93,72.12,48.76,44.93,SLOW GROWTH
COROMANDEL,513988788224.0,LARGE CAP,1744.0,26.296743,4.0911694,0.15587,11.469,0.05381,0.062140003,0.204,-0.758,Chemicals,Basic Materials,Agricultural Inputs,2026-06-02,Agrochemicals,0,0,0,70.99,3.13,80.89,28.11,37.059999999999995,44.93,SLOW GROWTH
ORISSAMINE,24193200128.0,SMALL CAP,4032.199951171875,26.454715,-47.18728,0.11156999,29.595,0.48979,-0.37257,-0.001,0.171,Misc,Basic Materials,Steel,2026-06-02,Steel,0,0,0,22.47,50.02,50.02,95.22,36.245000000000005,44.9,SLOW GROWTH
NDLVENTURE,4434552320.0,MICRO CAP,131.6999969482422,487.77774,7.923711,0.01526,29.595,-0.83224,0.18601,0.121,0.251,Misc,Communication Services,Entertainment,2026-06-02,Entertainment,0,1,0,50.1,71.73,9.83,2.74,60.915000000000006,44.88,SLOW GROWTH
RPSGVENT,30730655744.0,SMALL CAP,928.7999877929688,26.454715,1.1599952,0.00037,188.138,0.08118,-0.01219,0.152,0.171,Technology,Technology,Information Technology Services,2026-06-02,IT Services,0,1,0,63.25,50.02,6.38,38.76,56.635000000000005,44.8,SLOW GROWTH
SAGCEM,23241109504.0,SMALL CAP,177.80999755859375,26.454715,1.202711,-0.0004,91.801,0.01942,-0.00418,0.196,0.171,Misc,Basic Materials,Building Materials,2026-06-02,Building Materials,0,1,0,69.56,50.02,6.26,16.88,59.790000000000006,44.79,SLOW GROWTH
INDIGOPNTS,45911662592.0,SMALL CAP,963.0,31.750742,3.977153,0.13514,1.831,0.18871,0.10231,0.097,0.013,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,0,0,38.49,23.81,75.22,79.13,31.15,44.76,SLOW GROWTH
BAJAJFINSV,2772452769792.0,MEGA CAP,1734.4000244140625,28.418812,3.5541859,0.14602,256.36,0.37205002,0.06568,0.053,0.057,Financials,Financial Services,Financial Conglomerates,2026-06-02,NBFC – Investment,0,0,0,30.23,26.21,78.43,92.4,28.22,44.68,SLOW GROWTH
ACE,103368941568.0,MID CAP,868.5,24.906797,5.139418,0.22885999,0.393,0.15822,0.12652999,0.071,-0.065,Misc,Industrials,Farm & Heavy Construction Machinery,2026-06-02,Farm & Heavy Construction Machinery,1,0,0,33.91,19.93,92.05,74.24,26.919999999999998,44.68,SLOW GROWTH
NEWGEN,70198616064.0,SMALL CAP,497.29998779296875,23.658419,3.9341486,0.18250999,2.214,0.31538,0.19092,0.053,-0.009,Technology,Technology,Software - Infrastructure,2026-06-02,Software Products,0,0,0,30.23,22.59,86.1,89.78,26.41,44.68,SLOW GROWTH
RSWM,7965365760.0,MICRO CAP,169.11000061035156,15.429745,0.60587716,0.039130002,123.995,0.027409999,0.011419999,-0.091,12.812489799999865,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,0,0,14.62,99.51,14.02,19.19,57.065000000000005,44.67,SLOW GROWTH
ICEMAKE,12087277568.0,SMALL CAP,766.0,87.542854,10.013333,0.11156999,139.699,0.0367,0.02326,0.387,-0.489,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,0,0,84.61,7.95,50.02,22.2,46.28,44.62,SLOW GROWTH
HCLTECH,3357173612544.0,MEGA CAP,1240.4000244140625,20.041998,4.3745613,0.23357001,6.935,0.16486,0.128,0.053,-0.002,Technology,Technology,Information Technology Services,2026-06-02,IT Services,0,0,0,30.23,22.85,92.29,75.69,26.54,44.6,SLOW GROWTH
VHLTD,9477990400.0,MICRO CAP,140.0,48.109962,3.536872,0.071669996,98.937,0.19929,0.122329995,0.369,-0.451,Misc,Consumer Cyclical,Lodging,2026-06-02,Lodging,0,0,0,83.57,8.75,21.06,80.66,46.16,44.59,SLOW GROWTH
TIINDIA,597526773760.0,LARGE CAP,3087.0,94.37481,7.9417753,0.11156999,27.724,0.07277,0.028169999,0.207,-0.142,Misc,Industrials,Conglomerates,2026-06-02,Conglomerates,0,0,0,71.26,17.4,50.02,35.24,44.33,44.56,SLOW GROWTH
