SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,CURRENT_PRICE,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,SUBSECTOR,HIGH_QUALITY_FLAG,HIGH_GROWTH_FLAG,COMPOUNDER_FLAG,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,ROE_SCORE,OPERATING_MARGIN_SCORE,GROWTH_STABILITY_SCORE,GROWTH_SCORE,GROWTH_CATEGORY
NILKAMAL,18944446464.0,SMALL CAP,1265.300048828125,16.349659,1.1970932,0.075679995,26.488,0.06068,0.03059,0.08,0.22,Misc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-06-02,"Furnishings, Fixtures & Appliances",0,0,0,35.4,70.4,21.97,30.85,52.900000000000006,44.51,SLOW GROWTH
GICL,4668506624.0,MICRO CAP,41.70000076293945,139.0,7.0677967,0.124139994,37.363,0.068509996,0.0558,0.165,-0.333,Misc,Industrials,Integrated Freight & Logistics,2026-06-02,Integrated Freight & Logistics,0,0,0,65.04,11.51,71.81,33.59,38.275000000000006,44.51,SLOW GROWTH
NELCO,15902143488.0,SMALL CAP,696.9000244140625,483.95834,12.369542,0.02586,56.54,0.0077,0.010829999,0.173,0.171,Misc,Technology,Communication Equipment,2026-06-02,Communication Equipment,0,1,0,66.15,50.02,11.43,14.49,58.08500000000001,44.39,SLOW GROWTH
ARCHIDPLY,1540228480.0,MICRO CAP,77.0,19.154228,1.4319189,0.11156999,178.165,0.04693,0.0072399997,0.114,0.171,Misc,Basic Materials,Lumber & Wood Production,2026-06-02,Lumber & Wood Production,0,1,0,40.84,50.02,50.02,25.88,45.43000000000001,44.39,SLOW GROWTH
PRSMJOHNSN,61047083008.0,SMALL CAP,121.27999877929688,84.22222,3.9253001,0.11156999,93.47,0.0035299999,0.02535,-0.008,0.26,Misc,Basic Materials,Building Materials,2026-06-02,Building Materials,0,0,0,21.61,72.51,50.02,14.1,47.06,44.36,SLOW GROWTH
NEPHROPLUS,63841783808.0,SMALL CAP,636.25,74.06868,1.6262022,0.09037,7.139,0.105129994,0.07693,0.212,0.003,Misc,Healthcare,Medical Care Facilities,2026-06-02,Medical Care Facilities,0,0,0,71.63,23.45,25.65,59.4,47.54,44.35,SLOW GROWTH
SBIN,8782009597952.0,MEGA CAP,951.7000122070312,10.441176,1.483408,0.15477,29.595,0.28959998,0.22114,0.071,-0.031,Financials,Financial Services,Banks - Regional,2026-06-02,Private Sector Banks,0,0,0,33.91,21.38,80.5,88.41,27.644999999999996,44.29,SLOW GROWTH
BBOX,184525570048.0,MID CAP,1039.0,82.06951,14.330244,0.21267,89.594,0.0747,0.03441,0.095,0.06,Technology,Technology,Software - Application,2026-06-02,SaaS,0,0,0,38.12,26.39,90.41,35.87,32.254999999999995,44.25,SLOW GROWTH
PILANIINVS,48251756544.0,SMALL CAP,4357.89990234375,156.25314,0.2839941,0.11156999,13.114,0.9052779832539976,0.00409,-0.029,0.171,Financials,Financial Services,Asset Management,2026-06-02,Asset Management Companies,0,0,0,19.4,50.02,50.02,99.51,34.71,44.25,SLOW GROWTH
JYOTICNC,135919427584.0,MID CAP,597.6500244140625,40.518646,6.7956476,0.18224001,42.609,0.25313,0.15602,0.084,-0.169,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,0,0,36.04,16.48,86.06,85.87,26.259999999999998,44.18,SLOW GROWTH
RUCHINFRA,1463354624.0,MICRO CAP,6.199999809265137,20.0,0.85024685,0.04912,40.879,0.05178,0.14130001,0.126,0.171,Misc,Industrials,Specialty Business Services,2026-06-02,Specialty Business Services,0,1,0,59.06,50.02,16.17,27.47,54.540000000000006,44.16,SLOW GROWTH
DYCL,15053676544.0,SMALL CAP,311.1000061035156,17.82272,3.291028,0.20319,9.424,0.09669,0.070489995,0.073,0.026,Misc,Industrials,Electrical Equipment & Parts,2026-06-02,Electrical Equipment & Parts,0,0,0,34.22,24.47,89.35,56.58,29.345,44.07,SLOW GROWTH
TIIL,54541684736.0,SMALL CAP,2405.60009765625,19.125458,2.8956096,0.15108,39.639,0.16578,0.09972999,0.033,0.154,Misc,Industrials,Tools & Accessories,2026-06-02,Tools & Accessories,0,0,0,26.8,31.68,79.72,75.92,29.240000000000002,44.0,SLOW GROWTH
SANSTAR,21395476480.0,SMALL CAP,117.4000015258789,65.22222,3.7388537,0.05092,2.868,0.07782,0.043909997,-0.145,2.446,Misc,Basic Materials,Chemicals,2026-06-02,Chemicals,0,0,0,10.71,94.79,16.37,37.47,52.75,43.95,SLOW GROWTH
XCHANGING,7397206528.0,MICRO CAP,66.4000015258789,12.434457,2.0154805,0.15754,17.954,0.37173,0.29297,0.011,0.106,Technology,Technology,Information Technology Services,2026-06-02,IT Services,0,0,0,23.79,28.82,81.48,92.36,26.305,43.95,SLOW GROWTH
CELLO,82975465472.0,SMALL CAP,375.6499938964844,25.537048,3.1335764,0.12976,1.411,0.17674999,0.13936,0.099,-0.007,Misc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-06-02,"Furnishings, Fixtures & Appliances",0,0,0,38.66,22.63,73.53,77.76,30.644999999999996,43.93,SLOW GROWTH
BHAGERIA,6712038400.0,MICRO CAP,153.7899932861328,14.549668,1.1245,0.07739,17.005,0.080860004,0.052729998,0.481,-0.249,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,0,0,87.98,13.55,22.55,38.72,50.765,43.92,SLOW GROWTH
ARTNIRMAN,1029435008.0,MICRO CAP,41.25,80.882355,2.79661,0.01395,195.929,0.15135999,0.01564,1.519,-0.871,Misc,Real Estate,Real Estate - Development,2026-06-02,Real Estate - Development,0,0,0,97.26,2.0,9.48,72.75,49.63,43.91,SLOW GROWTH
INNOVANA,6941760000.0,MICRO CAP,336.0,18.887014,4.12518,0.14918,20.735,0.013409999,0.28829,0.226,-0.843,Technology,Technology,Software - Application,2026-06-02,SaaS,0,0,0,73.38,2.23,79.33,15.74,37.805,43.9,SLOW GROWTH
UTIAMC,119847927808.0,MID CAP,932.5,29.669106,2.7243857,0.09776,3.129,0.38298,0.23798999,0.067,0.171,Financials,Financial Services,Asset Management,2026-06-02,Asset Management Companies,0,0,0,32.89,50.02,27.92,92.6,41.455,43.86,SLOW GROWTH
ORICONENT,9687927808.0,MICRO CAP,61.31999969482422,30.507463,0.75822586,0.11156999,0.892,-0.44506,0.18671,-0.649,1.8,Misc,Consumer Cyclical,Packaging & Containers,2026-06-02,Packaging & Containers,0,0,0,2.23,93.15,50.02,4.15,47.690000000000005,43.8,SLOW GROWTH
SIGMA,4132581632.0,MICRO CAP,40.209999084472656,17.331896,6.629843,0.37783,2.611,0.30817,0.24972,0.047,-0.217,Technology,Technology,Information Technology Services,2026-06-02,IT Services,0,0,0,29.01,14.64,97.85,89.47,21.825000000000003,43.79,SLOW GROWTH
KPITTECH,219973206016.0,MID CAP,808.0499877929688,34.724968,6.212328,0.1973,23.624,0.15857,0.09874,0.12,-0.335,Technology,Technology,Software - Infrastructure,2026-06-02,Software Products,0,0,0,41.99,11.45,88.25,74.31,26.72,43.78,SLOW GROWTH
LGEINDIA,1058884943872.0,LARGE CAP,1560.0,62.953995,15.399954,0.24716,5.99,0.10476,0.06849,0.081,-0.082,Misc,Technology,Consumer Electronics,2026-06-02,Consumer Electronics,0,0,0,35.59,19.36,93.11,59.2,27.475,43.77,SLOW GROWTH
CDSL,254102208512.0,MID CAP,1215.800048828125,55.592136,12.965906,0.23913,0.11,0.38924998,0.36830002,0.055,-0.199,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,1,0,0,30.64,14.98,92.6,92.83,22.810000000000002,43.77,SLOW GROWTH
INDBANK,1446729216.0,MICRO CAP,32.599998474121094,20.503143,1.4841118,0.073709995,29.595,0.30131,0.28584,0.144,0.038,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,0,0,61.94,25.2,21.61,89.23,43.57,43.74,SLOW GROWTH
POWERICA,67774857216.0,SMALL CAP,535.5499877929688,40.541256,2.993187,0.17886999,28.506,0.06561,0.0875,0.088,0.127,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,0,0,36.75,30.05,85.47,32.58,33.4,43.73,SLOW GROWTH
WIPRO,2189653835776.0,MEGA CAP,208.6999969482422,16.631872,2.4380927,0.15487,22.853,0.17138,0.14248,0.077,-0.016,Technology,Technology,Information Technology Services,2026-06-02,IT Services,0,0,0,34.79,22.16,80.58,76.74,28.475,43.72,SLOW GROWTH
NAZARA,100192272384.0,MID CAP,270.45001220703125,9.943015,2.874101,0.01974,6.051,0.080699995,0.052399997,-0.236,12.812489799999865,Misc,Communication Services,Electronic Gaming & Multimedia,2026-06-02,Electronic Gaming & Multimedia,0,0,0,8.12,99.51,10.57,38.57,53.815000000000005,43.64,SLOW GROWTH
CORDSCABLE,2799122944.0,MICRO CAP,216.52000427246094,16.668207,1.489615,0.11156999,57.801,0.05114,0.01831,0.147,0.047,Misc,Industrials,Electrical Equipment & Parts,2026-06-02,Electrical Equipment & Parts,0,0,0,62.43,25.82,50.02,27.21,44.125,43.61,SLOW GROWTH
SAMBHAAV,1265153792.0,MICRO CAP,6.619999885559082,659.2893770999999,1.5591145,0.00096000003,5.923,0.053049996,0.00548,0.149,0.171,Misc,Communication Services,Publishing,2026-06-02,Publishing,0,1,0,62.78,50.02,6.5,27.92,56.400000000000006,43.57,SLOW GROWTH
RAYMONDLSL,45557530624.0,SMALL CAP,748.0,98.16273,0.4724689,0.0047999998,22.681,0.011419999,0.0067000003,0.171,0.171,Misc,Consumer Cyclical,Apparel Manufacturing,2026-06-02,Apparel Manufacturing,0,1,0,65.88,50.02,7.2,15.39,57.95,43.54,SLOW GROWTH
TIL,13898653696.0,SMALL CAP,175.0,26.454715,13.963138,0.11156999,344.424,0.07803,-0.03494,0.078,0.171,Misc,Industrials,Farm & Heavy Construction Machinery,2026-06-02,Farm & Heavy Construction Machinery,0,0,0,34.98,50.02,50.02,37.59,42.5,43.51,SLOW GROWTH
SADBHAV,1638501120.0,MICRO CAP,9.550000190734863,26.454715,-0.7269544,0.11156999,29.595,0.57403,-0.21118,-0.042,0.171,Industrials,Industrials,Engineering & Construction,2026-06-02,Engineering & EPC,0,0,0,17.99,50.02,50.02,96.36,34.005,43.44,SLOW GROWTH
CHEMBOND,2218967552.0,MICRO CAP,165.0,17.205421,1.3298409,0.07979,2.49,0.078,0.05155,0.121,0.171,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,1,0,50.1,50.02,23.06,37.55,50.06,43.41,SLOW GROWTH
DELTAMAGNT,678195008.0,MICRO CAP,62.5,26.454715,29.342722,-0.12564999,594.7505399999964,0.03782,-0.20056,0.172,0.171,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,1,0,66.03,50.02,2.47,22.67,58.025000000000006,43.38,SLOW GROWTH
INDIANB,1098179674112.0,LARGE CAP,815.3499755859375,9.383128,1.3718176,0.15442,29.595,0.46919,0.3417,0.015,0.064,Financials,Financial Services,Banks - Regional,2026-06-02,Private Sector Banks,0,0,0,24.22,26.57,80.42,94.87,25.395,43.35,SLOW GROWTH
SCILAL,20760662016.0,SMALL CAP,44.56999969482422,71.88709,0.62299937,0.0095999995,0.08224000000000001,-3.66781,0.8953306140999984,0.191,0.171,Misc,Real Estate,Real Estate Services,2026-06-02,Real Estate Services,0,1,0,68.74,50.02,8.2,1.21,59.379999999999995,43.33,SLOW GROWTH
FIVESTAR,129598676992.0,MID CAP,439.04998779296875,11.783414,1.7526176,0.16058001,111.115,0.60508,0.48518002,0.041,-0.037,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,0,0,28.11,21.18,81.99,96.71,24.645,43.32,SLOW GROWTH
TTML,83690463232.0,SMALL CAP,42.810001373291016,26.454715,-0.41902804,0.11156999,29.595,0.44332,-0.18556999,-0.041,0.171,Telecom,Communication Services,Telecom Services,2026-06-02,Telecom Services,0,0,0,18.11,50.02,50.02,94.4,34.065,43.29,SLOW GROWTH
GPPL,75556864000.0,SMALL CAP,156.22999572753906,14.641987,3.1534224,0.11156999,2.111,0.43796003,0.44205,0.112,0.083,Misc,Industrials,Marine Shipping,2026-06-02,Marine Shipping,0,0,0,40.41,27.72,50.02,94.28,34.065,43.28,SLOW GROWTH
GTLINFRA,18445121536.0,SMALL CAP,1.440000057220459,3.54378318,-0.2907916,0.11156999,29.595,0.110190004,-1.0127306999999999,0.036,0.171,Misc,Technology,Communication Equipment,2026-06-02,Communication Equipment,0,0,0,27.39,50.02,50.02,61.24,38.705,43.22,SLOW GROWTH
VRLLOG,41930649600.0,SMALL CAP,239.69000244140625,17.715448,3.8268354,0.21269,101.023,0.13363,0.073520005,0.057,-0.029,Misc,Industrials,Trucking,2026-06-02,Trucking,0,0,0,31.03,21.46,90.45,67.62,26.245,43.22,SLOW GROWTH
HONAUT,310763487232.0,MID CAP,35125.0,59.264698,6.9599457,0.12352,2.476,0.14407,0.11213,0.059,0.141,Misc,Industrials,Electrical Equipment & Parts,2026-06-02,Electrical Equipment & Parts,0,0,0,31.36,30.91,71.53,70.87,31.134999999999998,43.19,SLOW GROWTH
ANMOL,649959616.0,MICRO CAP,11.420000076293945,5.7386937,0.5476168,0.09981,165.862,0.00849,0.00798,-0.018,0.574,Metals,Energy,Thermal Coal,2026-06-02,Coal,0,0,0,20.5,82.34,28.58,14.64,51.42,43.17,SLOW GROWTH
NTPC,3542192226304.0,MEGA CAP,365.20001220703125,11.996716,1.7441416,0.13695,118.127,0.18428,0.14437,0.08,-0.016,Misc,Utilities,Utilities - Regulated Electric,2026-06-02,Utilities - Regulated Electric,0,0,0,35.4,22.16,75.8,78.43,28.78,43.15,SLOW GROWTH
EMKAY,6539316224.0,MICRO CAP,240.14999389648438,43.505432,2.0331018,0.044460002,26.355,0.06491,0.03999,0.947,-0.375,Misc,Financial Services,Capital Markets,2026-06-02,Capital Markets,0,0,0,94.95,10.34,15.0,32.26,52.645,43.08,SLOW GROWTH
PARACABLES,18987102208.0,SMALL CAP,62.209999084472656,32.742104,2.5577664,0.11156999,15.807,0.04542,0.03665,0.131,0.081,Misc,Technology,Communication Equipment,2026-06-02,Communication Equipment,0,0,0,59.73,27.58,50.02,25.14,43.655,43.08,SLOW GROWTH
RAMKY,30062981120.0,SMALL CAP,434.45001220703125,11.085737,1.4624056,0.13379,27.392,-0.0358,0.1468,0.036,0.171,Industrials,Industrials,Engineering & Construction,2026-06-02,Engineering & EPC,0,0,0,27.39,50.02,74.9,9.87,38.705,43.06,SLOW GROWTH
KAYNES,211360268288.0,MID CAP,3153.0,57.78959,4.547585,0.09568,19.168,0.11209,0.10035,0.262,-0.263,Misc,Technology,Electronic Components,2026-06-02,Electronic Components,0,0,0,76.57,13.23,27.21,61.79,44.9,43.05,SLOW GROWTH
CERA,71607525376.0,SMALL CAP,5554.0,35.034378,4.8653917,0.14376001,3.172,0.13666001,0.0996,0.109,-0.097,Misc,Industrials,Building Products & Equipment,2026-06-02,Building Products & Equipment,0,0,0,39.92,18.99,77.76,68.44,29.455,43.01,SLOW GROWTH
ASAHISONG,3081779712.0,MICRO CAP,261.45001220703125,16.41243,1.1358354,0.06127,48.076,0.10326,0.03505,-0.057,0.424,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,0,0,16.91,78.54,18.68,58.69,47.725,43.01,SLOW GROWTH
PIONEEREMB,767920832.0,MICRO CAP,24.920000076293945,26.454715,0.5042595,0.00386,58.416,0.02934,0.00182,-0.031,2.0,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,0,0,19.19,93.89,6.93,20.13,56.54,42.98,SLOW GROWTH
SUMICHEM,242484985856.0,MID CAP,485.79998779296875,44.60973,7.5867133,0.1724,1.865,0.17148,0.16767,0.006,0.115,Chemicals,Basic Materials,Agricultural Inputs,2026-06-02,Agrochemicals,0,0,0,23.18,29.39,84.34,76.78,26.285,42.95,SLOW GROWTH
MAPMYINDIA,45342154752.0,SMALL CAP,828.0,33.85119,5.005713,0.15796,0.778,0.39196,0.28298,0.01,0.045,Technology,Technology,Software - Infrastructure,2026-06-02,Software Products,1,0,0,23.63,25.7,81.56,92.91,24.665,42.87,SLOW GROWTH
KAMDHENU,6556598784.0,MICRO CAP,23.260000228881836,8.810606,1.6497624,0.21987,2.375,0.15807,0.10264,0.05,-0.08,Misc,Basic Materials,Steel,2026-06-02,Steel,0,0,0,29.46,19.44,91.41,74.2,24.450000000000003,42.82,SLOW GROWTH
KIMS,296622981120.0,MID CAP,741.2999877929688,122.93532,13.224983,0.09724,166.226,0.11307,0.06182,0.348,-0.583,Misc,Healthcare,Medical Care Facilities,2026-06-02,Medical Care Facilities,0,0,0,82.73,6.05,27.56,62.18,44.39,42.8,SLOW GROWTH
NATIONALUM,796179890176.0,LARGE CAP,433.5,12.967395,3.6854098,0.2942,0.277,0.4947,0.3132,0.01,-0.167,Misc,Basic Materials,Aluminum,2026-06-02,Aluminum,1,0,0,23.63,16.68,95.61,95.28,20.155,42.76,SLOW GROWTH
POLYMED,133323767808.0,MID CAP,1313.800048828125,41.379528,4.287328,0.10845,11.227,0.13501,0.17177999,0.213,-0.268,Misc,Healthcare,Medical Instruments & Supplies,2026-06-02,Medical Instruments & Supplies,0,0,0,71.73,13.08,31.36,67.93,42.405,42.75,SLOW GROWTH
PDMJEPAPER,7884647936.0,MICRO CAP,83.04000091552734,8.421907,1.1759542,0.14946,6.351,0.14495,0.11585,0.055,0.045,Misc,Basic Materials,Paper & Paper Products,2026-06-02,Paper & Paper Products,0,0,0,30.64,25.7,79.44,71.03,28.17,42.71,SLOW GROWTH
RNBDENIMS,3118621440.0,MICRO CAP,10.920000076293945,11.257731,1.5185649,0.11156999,40.53,0.06229,0.060760003,0.187,-0.171,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,0,0,68.01,16.31,50.02,31.32,42.160000000000004,42.65,SLOW GROWTH
THEJO,16701624320.0,SMALL CAP,1539.9000244140625,33.888645,5.1753516,0.11156999,11.289,0.08686,0.080520004,0.197,-0.324,Misc,Industrials,Specialty Industrial Machinery,2026-06-02,Specialty Industrial Machinery,0,0,0,69.79,11.71,50.02,40.72,40.75,42.6,SLOW GROWTH
BAJAJINDEF,7984000000.0,MICRO CAP,249.5,33.853462,2.962022,0.08966,1.09,0.10155,0.11376,0.284,-0.328,Misc,Industrials,Farm & Heavy Construction Machinery,2026-06-02,Farm & Heavy Construction Machinery,0,0,0,78.7,11.61,25.41,58.3,45.155,42.52,SLOW GROWTH
JINDWORLD,29175717888.0,SMALL CAP,29.100000381469727,41.57143,3.5251362,0.08457,64.866,0.059359998,0.030539999,0.057,0.182,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,0,0,31.03,67.95,24.2,30.11,49.49,42.49,SLOW GROWTH
LOTUSEYE,2248915200.0,MICRO CAP,108.13999938964844,659.2893770999999,3.4430716,0.11156999,7.917,-0.02404,0.01264,0.106,0.171,Misc,Healthcare,Medical Care Facilities,2026-06-02,Medical Care Facilities,0,1,0,39.66,50.02,50.02,10.81,44.84,42.47,SLOW GROWTH
IRB,258831548416.0,MID CAP,21.43000030517578,30.614286,1.2876285,0.04171,95.6,0.23645,0.13434,-0.172,0.434,Misc,Industrials,Infrastructure Operations,2026-06-02,Infrastructure Operations,0,0,0,9.95,78.9,14.41,84.69,44.425000000000004,42.45,SLOW GROWTH
PGHH,306396889088.0,MID CAP,9439.0,35.822994,32.901226,0.5137423209999978,0.115,0.23194,0.19767,-0.038,-0.019,Consumer,Consumer Defensive,Household & Personal Products,2026-06-02,FMCG – Personal Care,1,0,0,18.32,22.0,99.51,84.24,20.16,42.44,SLOW GROWTH
SAIPARENT,22513737728.0,SMALL CAP,509.6000061035156,114.26009,9.073266,0.048260003,49.06,0.09049,0.03743,0.121,0.171,Misc,Healthcare,Drug Manufacturers - General,2026-06-02,Drug Manufacturers - General,0,1,0,50.1,50.02,15.94,42.01,50.06,42.43,SLOW GROWTH
KREBSBIO,1379230720.0,MICRO CAP,63.970001220703125,26.454715,-0.8495691,0.11156999,29.595,-0.35735,-0.71352994,0.116,0.171,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,0,1,0,41.19,50.02,50.02,4.78,45.605000000000004,42.41,SLOW GROWTH
FORCEMOT,234906402816.0,MID CAP,17828.0,17.178152,5.6005425,0.33508,29.595,0.13425,0.13378,0.082,-0.37,Automobiles,Consumer Cyclical,Auto Manufacturers,2026-06-02,Passenger Vehicles,0,0,0,35.79,10.45,97.1,67.7,23.119999999999997,42.37,SLOW GROWTH
CINEVISTA,868439488.0,MICRO CAP,15.119999885559082,26.454715,1.7189633,0.113859996,27.129,0.41814,0.25441998,-0.364,0.171,Misc,Communication Services,Entertainment,2026-06-02,Entertainment,0,0,0,5.09,50.02,68.48,93.81,27.555,42.37,SLOW GROWTH
BELRISE,193139376128.0,MID CAP,217.0399932861328,37.22813,3.5622373,0.12516,29.1,0.077800006,0.052249998,0.121,-0.094,Automobiles,Consumer Cyclical,Auto Parts,2026-06-02,Auto Components,0,0,0,50.1,19.03,72.08,37.39,34.565,42.35,SLOW GROWTH
SNOWMAN,6143400448.0,MICRO CAP,36.7400016784668,183.70001,1.5476643,0.00816,77.682,0.045679998,0.00546,0.039,0.504,Misc,Industrials,Integrated Freight & Logistics,2026-06-02,Integrated Freight & Logistics,0,0,0,27.86,80.93,7.95,25.25,54.395,42.19,SLOW GROWTH
KINGFA,71517413376.0,SMALL CAP,5277.5,36.636585,5.5243673,0.11156999,1.438,0.13354,0.089049995,0.111,0.166,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,1,0,40.17,32.28,50.02,67.5,36.225,42.11,SLOW GROWTH
POWERGRID,2608354557952.0,MEGA CAP,280.45001220703125,13.938867,2.594573,0.16492,150.993,0.4947,0.34083,-0.05,0.096,Misc,Utilities,Utilities - Regulated Electric,2026-06-02,Utilities - Regulated Electric,0,0,0,17.31,28.43,82.85,95.28,22.869999999999997,42.11,SLOW GROWTH
JKCEMENT,395613437952.0,MID CAP,5120.0,39.93448,6.102605,0.15032,87.203,0.12866001,0.07233,0.085,-0.076,Misc,Basic Materials,Building Materials,2026-06-02,Building Materials,0,0,0,36.22,19.64,79.58,66.17,27.93,42.08,SLOW GROWTH
ISFT,1394485376.0,MICRO CAP,85.48999786376953,10.502457,0.52381974,0.05367,6.493,0.02829,0.02483,0.046,0.331,Misc,Consumer Cyclical,Internet Retail,2026-06-02,Internet Retail,0,0,0,28.92,75.88,16.95,19.62,52.4,42.03,SLOW GROWTH
HILINFRA,3428246272.0,MICRO CAP,47.79999923706055,10.020965,1.7002205,0.11156999,27.666,0.05861,0.07224,-0.092,0.185,Misc,Industrials,Infrastructure Operations,2026-06-02,Infrastructure Operations,0,0,0,14.55,68.23,50.02,29.84,41.39,41.96,SLOW GROWTH
PIRAMALFIN,432799449088.0,MID CAP,1915.0,28.975641,1.5392852,0.06717,283.736,-0.49855998,0.28951,-0.247,12.812489799999865,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,0,0,7.73,99.51,20.09,3.8,53.620000000000005,41.93,SLOW GROWTH
GOCLCORP,19732328448.0,SMALL CAP,398.04998779296875,7.3767605,0.7054934,0.11156999,5.952,-4.753069109,0.8953306140999984,-0.806418,1.276,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,0,0,0,0.53,90.41,50.02,0.53,45.47,41.89,SLOW GROWTH
ALBERTDAVD,4052084992.0,MICRO CAP,710.0,26.454715,1.0348376,-0.0038100001,7.555,0.00039,-0.00448,0.146,0.171,Misc,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-02,Drug Manufacturers - Specialty & Generic,0,1,0,62.31,50.02,6.07,13.63,56.165000000000006,41.89,SLOW GROWTH
AVANTEL,46313402368.0,SMALL CAP,174.3000030517578,322.77777,13.693142,0.05211,10.164,0.12567,0.06728,0.296,-0.31,Misc,Technology,Communication Equipment,2026-06-02,Communication Equipment,0,0,0,79.5,12.04,16.6,65.27,45.769999999999996,41.89,SLOW GROWTH
DWARKESH,8043936768.0,MICRO CAP,43.40999984741211,26.150602,0.97242445,0.037720002,40.6,0.21669,0.021879999,-0.057,0.237,Misc,Consumer Defensive,Confectioners,2026-06-02,Confectioners,0,0,0,16.91,71.24,13.7,82.85,44.074999999999996,41.88,SLOW GROWTH
NIBL,736611776.0,MICRO CAP,30.399999618530273,4.3930635,-2.0636752,0.11156999,29.595,-0.37137002,0.23595,0.105,0.171,Misc,Industrials,Tools & Accessories,2026-06-02,Tools & Accessories,0,1,0,39.49,50.02,50.02,4.7,44.755,41.8,SLOW GROWTH
KOHINOOR,930866112.0,MICRO CAP,25.110000610351562,3.54378318,-0.5548558,0.11156999,29.595,-0.18507999,0.50771,0.419,-0.767,Misc,Consumer Defensive,Packaged Foods,2026-06-02,Packaged Foods,0,0,0,86.0,3.03,50.02,6.38,44.515,41.8,SLOW GROWTH
KOTHARIPET,7002721792.0,MICRO CAP,119.0,9.659091,1.8781862,0.21371001,0.601,0.14228,0.12258001,-0.0,0.032,Chemicals,Basic Materials,Specialty Chemicals,2026-06-02,Specialty Chemicals,1,0,0,22.63,24.86,90.64,70.44,23.744999999999997,41.79,SLOW GROWTH
AJOONI,701031488.0,MICRO CAP,4.070000171661377,20.35,0.73638505,0.05514,19.479,0.022769999,0.03232,1.033,-0.444,Misc,Consumer Defensive,Packaged Foods,2026-06-02,Packaged Foods,0,0,0,95.38,8.91,17.38,18.01,52.144999999999996,41.78,SLOW GROWTH
IL&FSENGG,3671390208.0,MICRO CAP,28.0,26.454715,-0.115403004,0.11156999,29.595,-0.07569,-0.00546,-0.082,0.273,Industrials,Industrials,Engineering & Construction,2026-06-02,Engineering & EPC,0,0,0,15.07,73.06,50.02,8.65,44.065,41.71,SLOW GROWTH
NAGREEKEXP,849979648.0,MICRO CAP,27.200000762939453,36.756756,0.5448609,0.11156999,110.687,0.02944,0.0053100004,0.218,-0.286,Misc,Consumer Cyclical,Textile Manufacturing,2026-06-02,Textile Manufacturing,0,0,0,72.3,12.45,50.02,20.16,42.375,41.68,SLOW GROWTH
PFC,1363602046976.0,LARGE CAP,413.20001220703125,5.264365,1.02626,0.20466,586.017,0.9052779832539976,0.54304004,-0.154,0.108,Financials,Financial Services,Credit Services,2026-06-02,NBFC – Lending,0,0,0,10.43,28.97,89.58,99.51,19.7,41.66,SLOW GROWTH
