SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,CURRENT_PRICE,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,GROWTH_SCORE,GROWTH_RANK,ROE_SCORE,OPERATING_MARGIN_SCORE,PROFIT_MARGIN_SCORE,DEBT_PENALTY,QUALITY_SCORE,QUALITY_RANK,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,PLEDGE_PERCENT,OWNERSHIP_SCORE,OWNERSHIP_RANK,VALUATION_SCORE,VALUATION_RANK,VALUATION_STATUS,ROE_FACTOR,MARGIN_FACTOR,DEBT_FACTOR,QUALITY_FACTOR,REVENUE_FACTOR,EARNINGS_FACTOR,GROWTH_FACTOR,PE_FACTOR,PB_FACTOR,VALUE_FACTOR,PROMOTER_FACTOR,FII_FACTOR,OWNERSHIP_FACTOR,FACTOR_SCORE,FACTOR_RANK,FACTOR_GRADE
BANCOINDIA,89019260928.0,MID CAP,18.250732,5.446883,0.0,44.582,0.1257,0.13282,0.235,1.778,622.35,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,23.5,177.8,100.65,250,0.0,12.57,13.282,44.582,2.6333,1051,40.91,14.04,7.53,6.74,19.739,1574,299.9616801754036,217,UNDERVALUED,42.27386934673367,62.290619765494135,31.78391959798995,48.18257956448912,72.27805695142379,92.25293132328308,82.26549413735344,69.25064599483204,22.27427597955707,45.76246098719456,28.78978224455611,67.77638190954774,48.28308207705192,57.943530723402056,520,AVERAGE
MURUDCERA,2030688128.0,MICRO CAP,16.2029,0.5402097,0.0,34.717,0.06548,0.05998,0.019,1.429,33.54,CAPITAL GOODS,Industrials,Building Products & Equipment,2026-05-11,1.9,142.9,72.4,340,0.0,6.548,5.998,34.717,-0.0078000000000004,1389,57.81,7.72,4.74,8.4,22.8945,1070,322.58494986949233,205,UNDERVALUED,42.27386934673367,39.44723618090452,38.40033500837521,40.36850921273032,33.982412060301506,90.45226130653266,62.21733668341709,74.36692506459949,88.54344122657581,81.45518314558765,77.55443886097152,30.90452261306533,54.22948073701842,57.91268654536544,521,AVERAGE
AUTOIND,3519769856.0,MICRO CAP,22.949703,2.0478365,0.0,153.954,0.0688,0.020380002,0.342,3.28,77.57,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,34.2,328.0,181.1,145,0.0,6.88,2.0380002,153.954,-12.821899950000002,2096,63.42,2.05,8.02,8.42,23.975,847,445.15626762378446,166,UNDERVALUED,42.27386934673367,40.787269681742046,8.291457286432161,34.882747068676714,81.65829145728644,95.22613065326632,88.44221105527637,59.06976744186046,55.792163543441234,57.43096549265085,93.96984924623115,0.23031825795644892,47.1000837520938,57.90369728613486,522,AVERAGE
ULTRACEMCO,3490616967168.0,LARGE CAP,42.800465,4.845463,0.10593,29.432,0.17024,0.092259996,0.03,0.0,11866.0,OTHERS,Basic Materials,Building Materials,2026-05-11,3.0,0.0,1.5,1454,10.593,17.024,9.2259996,29.432,8.178049900000001,568,61.98,43.11,13.86,3.68,37.72299999999999,27,7.826855052935516,1684,EXPENSIVE,88.90284757118928,73.40871021775544,43.09045226130653,73.5427135678392,35.971524288107204,40.619765494137354,38.29564489112228,29.6640826873385,25.0,27.33204134366925,89.99162479061977,98.61809045226131,94.30485762144053,57.8788873307104,523,AVERAGE
CAMS,202280960000.0,LARGE CAP,42.595303,16.584663,0.38694,4.863,0.39238,0.31394,0.11,0.106,815.7,IT,Technology,Information Technology Services,2026-05-11,11.0,10.6,10.8,1114,38.694,39.238,31.394,4.863,32.6765,83,23.16,40.28,25.52,7.8,25.79,558,10.213582740726196,1626,EXPENSIVE,99.16247906197655,92.00167504187606,69.47236180904522,90.3601340033501,52.38693467336684,61.78810720268007,57.08752093802345,29.97416020671835,3.6201022146507666,16.797131210684558,5.778894472361809,97.02680067001675,51.402847571189284,57.874292238786836,524,AVERAGE
BAJAJHCARE,10250279936.0,SMALL CAP,18.807905,1.9701852,0.0,48.929,0.14564,0.0813,0.313,0.338,304.5,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,31.3,33.800000000000004,32.550000000000004,627,0.0,14.564,8.129999999999999,48.929,1.508799999999999,1187,45.05,7.69,4.07,3.96,18.696,1772,71.26726095153643,793,UNDERVALUED,42.27386934673367,68.2998324958124,29.941373534338357,50.2177554438861,79.69011725293133,75.18844221105527,77.43927973199331,68.01033591731266,57.28279386712095,62.6465648922168,39.698492462311556,30.757956448911223,35.22822445561139,57.87206842232946,525,AVERAGE
BORANA,9000780800.0,SMALL CAP,38.169487,3.6264477,0.0,17.66,0.19582,0.15904,0.417,0.227,337.8,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,41.7,22.7,32.2,633,0.0,19.582,15.903999999999998,17.66,8.0846,572,42.7,14.31,4.38,0.37,20.296,1473,27.161992150339813,1242,EXPENSIVE,42.27386934673367,78.01507537688443,53.22445561139028,58.76046901172529,84.88274706867671,69.34673366834171,77.11474036850922,34.16020671834625,34.15672913117547,34.158467924760856,33.20770519262982,69.49329983249581,51.35050251256281,57.86435690153508,526,AVERAGE
MITCON,1492707328.0,MICRO CAP,34.044353,0.92220813,0.0,62.951,0.15868,0.04265,0.19,2.75,84.43,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,19.0,275.0,147.0,183,0.0,15.868,4.265,62.951,-0.4684500000000007,1438,48.49,5.54,2.06,1.32,19.0165,1714,276.03649356980753,228,UNDERVALUED,42.27386934673367,71.18927973199331,24.371859296482413,50.25963149078728,66.62479061976549,94.17922948073702,80.40201005025125,38.91472868217054,79.04599659284497,58.98036263750775,50.29313232830821,18.341708542713565,34.31742043551089,57.858049076915286,527,AVERAGE
INDGN,130492194816.0,MID CAP,29.786068,4.5415006,0.13941,4.601,0.12139,0.114259996,0.328,-0.323,543.0,PHARMA,Healthcare,Health Information Services,2026-05-11,32.800000000000004,-32.300000000000004,0.25,1498,13.941,12.139,11.4259996,4.601,10.917449899999998,428,51.63,20.12,19.74,5.1,28.5315,304,-24.583331934423622,2068,EXPENSIVE,91.41541038525963,60.971524288107204,70.05862646566165,74.96649916247907,80.71608040201005,13.484087102177556,47.1000837520938,45.83979328165375,27.12947189097104,36.484632586312394,59.35929648241206,79.85762144053601,69.60845896147404,57.83859318392915,528,AVERAGE
HINDUNILVR,5420976963584.0,LARGE CAP,50.93157,11.12606,0.21603,3.016,0.21363,0.23329,0.043,0.214,2307.2,FMCG,Consumer Defensive,Household & Personal Products,2026-05-11,4.3,21.4,12.85,1048,21.603,21.363,23.329,3.016,19.5006,185,43.72,35.88,20.62,3.7,30.851,184,16.086888241998054,1460,EXPENSIVE,96.60804020100502,80.15075376884423,73.61809045226131,85.42713567839196,38.463149078726964,68.71859296482413,53.59087102177554,22.532299741602067,7.879045996592845,15.205672869097455,36.30653266331658,94.55611390284757,65.43132328308208,57.832801240486155,529,AVERAGE
HECPROJECT,1364957952.0,MICRO CAP,10.913345,2.4062822,0.0,73.815,0.084759995,0.07056,1.082,0.908,125.94,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,108.2,90.8,99.5,254,0.0,8.4759995,7.056,73.815,-3.07470015,1681,44.07,4.18,7.79,5.38,18.088,1871,265.73526836894075,236,UNDERVALUED,42.27386934673367,47.8643216080402,20.058626465661643,40.06700167504188,94.9748743718593,86.64154103852596,90.80820770519263,87.80361757105943,49.957410562180584,68.88051406662001,37.039363484087104,10.76214405360134,23.900753768844222,57.818816381163195,530,AVERAGE
PIRAMALFIN,444077080576.0,LARGE CAP,29.690239,1.579395,0.06717,283.736,-0.49855998,0.28951,-0.247,2441.299,1964.9,OTHERS,Financial Services,Credit Services,2026-05-11,-24.7,244129.9,122052.6,1,6.717,-49.855998,28.951,283.736,-33.7416994,2268,64.17,41.62,13.15,9.6,37.273,37,246697.27160700373,3,UNDERVALUED,86.18090452261306,4.061976549413735,4.0201005025125625,36.90117252931323,8.35427135678392,100.0,54.17713567839196,46.2015503875969,64.09710391822829,55.14932715291259,96.69179229480737,97.90619765494138,97.29899497487438,57.81315688786895,531,AVERAGE
ITCHOTELS,331963924480.0,LARGE CAP,43.782963,2.9950008,0.0,0.724,0.29483998,0.19205,0.0,156.491,159.37,FMCG,Consumer Cyclical,Resorts & Casinos,2026-05-11,0.0,15649.100000000002,7824.550000000001,7,0.0,29.483998,19.205,0.724,13.5740494,312,36.12,40.3,20.08,4.47,29.305,253,10733.662782190622,22,UNDERVALUED,42.27386934673367,87.01842546063652,81.4070351758794,67.99832495812396,28.58040201005025,99.83249581239531,64.20644891122278,28.63049095607235,40.630323679727425,34.63040731789989,14.845058626465663,97.06867671691792,55.95686767169179,57.77888715872236,532,AVERAGE
THELEELA,138241867776.0,MID CAP,33.248997,2.1434193,0.08014,28.065,0.48675,0.26395,0.082,0.219,413.95,FMCG,Consumer Cyclical,Lodging,2026-05-11,8.200000000000001,21.9,15.05,996,8.014000000000001,48.675,26.395000000000003,28.065,21.199650000000005,159,39.49,10.1,13.41,0.73,20.131,1507,34.959366577018216,1111,EXPENSIVE,87.1859296482412,94.30485762144055,44.01172529313233,81.39865996649918,46.231155778894475,68.92797319932998,57.57956448911223,39.79328165374677,53.91822827938672,46.85575496656674,24.32998324958124,42.50418760469012,33.417085427135675,57.748035415423914,533,AVERAGE
ZFCVINDIA,276812922880.0,LARGE CAP,55.642826,8.114986,0.0,0.0,0.12852,0.12515001,0.327,0.461,14594.0,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,32.7,46.1,39.400000000000006,549,0.0,12.852,12.515001,0.0,6.98435025,641,42.78,25.42,25.78,6.69,28.375,318,29.270690942505592,1203,EXPENSIVE,42.27386934673367,63.23283082077052,93.27889447236181,60.85845896147404,80.6323283082077,79.31323283082077,79.97278056951424,19.948320413436694,13.032367972742758,16.490344193089726,33.50083752093803,88.23283082077053,60.866834170854275,57.72080753208529,534,AVERAGE
HEXT,306099847168.0,LARGE CAP,22.23329,4.845681,0.22272,10.521,0.13288,0.10073,0.126,0.079,502.25,IT,Technology,Information Technology Services,2026-05-11,12.6,7.9,10.25,1133,22.272,13.288,10.073,10.521,13.247749999999998,325,15.34,24.53,29.66,4.13,19.73,1576,18.649875160223303,1403,EXPENSIVE,96.77554438860972,64.4891122278057,61.34840871021775,76.77554438860972,55.10887772194305,59.33835845896147,57.22361809045226,60.93023255813953,24.914821124361158,42.922526841250345,2.219430485762144,87.0393634840871,44.629396984924625,57.71013350895359,535,AVERAGE
VHL,11641447424.0,SMALL CAP,5.0143657,0.31165078,0.0,0.0,0.91814005,14.548559,-0.114,-0.183,3647.6,OTHERS,Financial Services,Credit Services,2026-05-11,-11.4,-18.3,-14.85,1972,0.0,91.814005,1454.8559,0.0,391.2581765,10,64.2,4.78,3.8,3.58,24.496,758,-5.24676103340029,1905,EXPENSIVE,42.27386934673367,98.95309882747068,93.27889447236181,75.14656616415411,15.117252931323282,18.320770519262982,16.719011725293132,97.41602067183463,92.71720613287904,95.06661340235684,96.75460636515912,14.593802345058627,55.67420435510887,57.70783691832731,536,AVERAGE
EXIDEIND,299795021824.0,LARGE CAP,35.16451,2.0388463,0.06172,11.308,0.07477,0.047199998,0.093,0.15,352.7,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,9.3,15.0,12.15,1070,6.172,7.477,4.7199998,11.308,4.45249995,856,38.95,44.17,29.85,3.2,34.026,96,28.64870766283988,1214,EXPENSIVE,85.80402010050251,43.42546063651591,60.2177554438861,63.73534338358459,48.22026800670017,64.61474036850922,56.41750418760469,37.72609819121447,56.04770017035775,46.88689918078611,22.675879396984925,99.37185929648241,61.02386934673367,57.628007976860744,537,AVERAGE
CRAMC,48468406272.0,SMALL CAP,23.7818,7.146638,0.30286,2.358,0.56520003,0.44826,0.029,-0.01,243.05,OTHERS,Financial Services,Asset Management,2026-05-11,2.9000000000000004,-1.0,0.9500000000000002,1474,30.286,56.520003,44.826,2.358,38.5268009,65,55.67,12.84,4.16,6.85,23.6915,897,4.618267650243361,1756,EXPENSIVE,98.24120603015075,95.4355108877722,75.41876046901173,92.55443886097153,35.866834170854275,26.758793969849247,31.312814070351763,57.054263565891475,15.502555366269167,36.27840946608032,71.56616415410384,60.5108877721943,66.03852596314907,57.62356296524287,538,AVERAGE
TPLPLASTEH,5158338048.0,SMALL CAP,18.575842,3.3827815,0.0,14.357,0.10787,0.06949,0.222,0.247,66.13,FMCG,Consumer Cyclical,Packaging & Containers,2026-05-11,22.2,24.7,23.45,797,0.0,10.787,6.949,14.357,3.53765,942,60.4,6.34,5.66,2.24,24.233,802,50.91229614079795,954,FAIR VALUE,42.27386934673367,55.56951423785594,56.40703517587939,50.41876046901173,70.87520938023451,70.35175879396985,70.61348408710218,68.42377260981912,36.28620102214651,52.35498681598281,85.19681742043551,23.220268006700167,54.20854271356784,57.622379272744304,539,AVERAGE
NETWEB,244571652096.0,LARGE CAP,118.45561,42.04056,0.32834998,39.019,0.11987001,0.09426,0.866,0.643,4295.2,IT,Technology,Computer Hardware,2026-05-11,86.6,64.3,75.44999999999999,330,32.834998,11.987001,9.426,39.019,13.542949599999998,314,28.04,22.13,29.14,4.62,23.276,997,17.3358570238783,1430,EXPENSIVE,98.74371859296483,60.175879396984925,35.594639865996655,70.68676716917923,93.46733668341709,83.01926298157454,88.24329983249581,6.770025839793281,0.7666098807495741,3.7683178602714276,8.228643216080402,83.43802345058626,45.83333333333333,57.59935033922346,540,AVERAGE
ADFFOODS,29932337152.0,SMALL CAP,37.16917,5.660593,0.0,10.727,0.16618,0.12462,0.295,0.193,272.45,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,29.5,19.3,24.4,782,0.0,16.618,12.462,10.727,7.028199999999999,638,60.84,9.55,9.38,0.32,26.472,482,21.953384925519146,1326,EXPENSIVE,42.27386934673367,72.84338358458962,61.01340033500837,58.24958123953099,78.16164154103853,67.3785594639866,72.77010050251258,35.50387596899225,21.507666098807494,28.50577103389987,86.64154103852596,39.25879396984925,62.950167504187604,57.597092230230565,541,AVERAGE
JSWSTEEL,3081543614464.0,LARGE CAP,41.519238,3.7100704,0.0,118.74,0.08989,0.041589998,0.111,1.986,1262.6,METALS,Basic Materials,Steel,2026-05-11,11.1,198.6,104.85,240,0.0,8.988999999999999,4.1589998,118.74,-8.137550050000002,1980,59.4,36.39,12.97,9.39,34.0105,97,152.5492521675382,351,UNDERVALUED,42.27386934673367,49.70686767169179,10.720268006700168,38.93634840871022,52.55443886097152,92.92294807370183,72.73869346733667,30.801033591731265,33.262350936967636,32.03169226434945,81.88860971524288,94.84924623115577,88.36892797319933,57.582636610323824,542,AVERAGE
PTCIL,255742902272.0,LARGE CAP,390.87994,18.052685,0.0,12.655,0.09851,0.13265,1.324,0.288,17058.0,CAPITAL GOODS,Industrials,Metal Fabrication,2026-05-11,132.4,28.8,80.6,312,0.0,9.851,13.265,12.655,5.006049999999999,804,55.05,42.27,22.19,6.77,36.819,45,3.974533267292294,1766,EXPENSIVE,42.27386934673367,52.55443886097152,58.62646566164153,49.65661641541038,96.35678391959799,72.75963149078727,84.55820770519263,2.1188630490956073,3.0664395229982966,2.592651286046952,69.59798994974874,98.3249581239531,83.96147403685092,57.575272300760474,543,AVERAGE
TVSHLTD,285738008576.0,LARGE CAP,18.501343,5.1829195,0.0,315.772,0.00457,0.0332,0.349,0.277,14123.0,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,34.9,27.700000000000003,31.3,642,0.0,0.457,3.32,315.772,-30.610100000000003,2256,59.84,39.23,19.0,5.95,36.868,42,52.86590697655995,929,FAIR VALUE,42.27386934673367,16.87604690117253,3.350083752093802,24.32998324958124,81.93048576214406,71.96398659966499,76.94723618090453,68.68217054263566,23.42419080068143,46.053180671658545,83.33333333333334,96.44053601340033,89.88693467336684,57.57118889815081,544,AVERAGE
GODIGIT,289209450496.0,LARGE CAP,53.214283,6.1589637,0.117089994,7.469,0.054050002,0.051960003,0.226,0.289,312.9,OTHERS,Financial Services,Insurance - Property & Casualty,2026-05-11,22.6,28.9,25.75,740,11.7089994,5.4050002,5.1960003,7.469,6.271749925,705,45.49,27.81,18.76,0.64,28.8905,284,21.915245483849983,1327,EXPENSIVE,89.74036850921273,34.27554438860972,65.15912897822446,62.63819095477387,71.41959798994975,72.92713567839196,72.17336683417085,21.188630490956072,18.781942078364565,19.98528628466032,41.268844221105525,89.74036850921273,65.50460636515913,57.54144586664731,545,AVERAGE
BLBLIMITED,881263808.0,MICRO CAP,3.3882113,0.75069803,0.0,0.17,0.04138,0.03545,2.788,0.0,16.67,OTHERS,Financial Services,Capital Markets,2026-05-11,278.79999999999995,0.0,139.39999999999998,190,0.0,4.138,3.5450000000000004,0.17,2.11065,1116,41.98,5.44,2.7,1.35,16.865,2041,60.62267487680141,870,FAIR VALUE,42.27386934673367,28.496649916247907,84.33835845896147,45.175879396984925,98.19932998324958,40.619765494137354,69.40954773869348,98.6046511627907,83.8160136286201,91.2103323957054,31.532663316582916,17.587939698492463,24.560301507537687,57.529754921352136,546,AVERAGE
LENSKART,847017082880.0,LARGE CAP,143.23099,12.917304,0.0,44.215,0.083979994,0.06382,0.383,76.0,489.85,PHARMA,Healthcare,Medical Instruments & Supplies,2026-05-11,38.3,7600.0,3819.15,12,0.0,8.3979994,6.382000000000001,44.215,-0.3066001800000011,1422,57.67,23.12,11.9,5.9,29.5055,247,1594.4360163370393,80,UNDERVALUED,42.27386934673367,47.44556113902848,32.077051926298154,42.30318257956449,83.79396984924622,99.66499162479062,91.72948073701842,5.219638242894057,6.303236797274275,5.761437520084166,76.90536013400336,84.58961474036852,80.74748743718594,57.511583986428896,547,AVERAGE
WOCKPHARMA,264147271680.0,LARGE CAP,123.43204,5.7720714,0.0,50.369,0.12162,0.00693,0.232,2.967,1625.6,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,23.200000000000003,296.7,159.95,167,0.0,12.162,0.6930000000000001,50.369,-1.2150500000000002,1516,50.76,42.42,17.31,9.63,33.8565,103,77.63406270902985,717,UNDERVALUED,42.27386934673367,61.01340033500837,29.355108877721943,47.18592964824121,71.98492462311557,94.76549413735343,83.37520938023451,6.459948320413436,20.783645655877343,13.62179698814539,57.05611390284757,98.45058626465661,77.75335008375208,57.443371122922215,548,AVERAGE
WABAG,91090403328.0,MID CAP,27.027178,3.914486,0.0,10.322,0.12473,0.092700005,0.185,0.733,1461.9,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,18.5,73.3,45.9,488,0.0,12.473,9.2700005,10.322,5.027200125,801,38.64,22.25,16.1,2.25,23.998999999999995,840,90.50637867568584,606,UNDERVALUED,42.27386934673367,61.93467336683417,61.55778894472361,53.99497487437186,65.66164154103853,84.67336683417085,75.16750418760469,50.33591731266149,31.175468483816015,40.755692898238756,21.649916247906198,83.68927973199331,52.66959798994975,57.43380189623066,549,AVERAGE
MANCREDIT,3593389312.0,MICRO CAP,28.317802,2.1791852,0.0,174.678,0.75095004,0.20066999,0.446,0.038,170.19,OTHERS,Financial Services,Credit Services,2026-05-11,44.6,3.8,24.2,785,0.0,75.095004,20.066999,174.678,10.07745095,464,60.76,2.16,5.24,6.33,22.591,1115,19.204888507676515,1384,EXPENSIVE,42.27386934673367,97.31993299832496,7.370184254606365,57.311557788944725,85.86683417085426,56.61641541038526,71.24162479061977,48.372093023255815,53.10902896081772,50.74056099203676,86.45309882747068,0.6909547738693468,43.57202680067002,57.4284723324107,550,AVERAGE
ACC,254996332544.0,LARGE CAP,11.95545,1.2405548,0.109280005,2.085,0.05548,0.08106,0.187,-0.683,1357.9,OTHERS,Basic Materials,Building Materials,2026-05-11,18.7,-68.30000000000001,-24.800000000000004,2120,10.9280005,5.548,8.106,2.085,7.307200174999999,624,37.58,41.17,24.92,5.09,31.225,172,-143.85778852006635,2278,EXPENSIVE,89.15410385259631,34.84087102177554,76.38190954773869,64.87437185929647,66.08040201005025,4.606365159128979,35.34338358458962,85.68475452196382,71.16695059625214,78.42585255910798,19.053601340033502,97.61306532663316,58.33333333333333,57.417163811654085,551,AVERAGE
MARUTI,4239089729536.0,LARGE CAP,28.891317,3.9559693,0.14434,0.096,0.08406,0.08008,0.282,-0.064,13483.0,AUTO,Consumer Cyclical,Auto Manufacturers,2026-05-11,28.2,-6.4,10.9,1111,14.434,8.405999999999999,8.008,0.096,9.566099999999995,487,45.53,22.84,26.84,4.16,29.0815,266,2.3223801776691664,1794,EXPENSIVE,92.00167504187606,47.48743718592965,85.13400335008376,72.82244556113903,76.86348408710218,23.9321608040201,50.39782244556114,47.5968992248062,30.919931856899492,39.258415540852845,41.62479061976549,84.27554438860972,62.950167504187604,57.40779701101814,552,AVERAGE
FIBERWEB,1073067072.0,MICRO CAP,6.481739,0.58062,0.0,3.545,0.15969,0.16279,0.019,0.106,37.27,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,1.9,10.6,6.25,1280,0.0,15.969,16.279,3.545,8.50595,549,44.51,7.2,7.52,2.27,19.3915,1637,106.90099691697506,487,UNDERVALUED,42.27386934673367,71.4824120603015,72.50837520938023,60.00418760469012,33.982412060301506,61.78810720268007,47.88525963149078,95.91731266149871,87.9045996592845,91.9109561603916,38.358458961474035,28.119765494137354,33.23911222780569,57.39684784849373,553,AVERAGE
TALBROAUTO,20234487808.0,SMALL CAP,20.436407,2.9716792,0.0,12.625,0.114259996,0.117860004,0.06,0.142,327.8,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,6.0,14.2,10.1,1141,0.0,11.4259996,11.7860004,12.625,5.11179998,794,60.55,14.12,1.5,6.21,25.1825,640,32.89774506524515,1143,EXPENSIVE,42.27386934673367,58.040201005025125,58.710217755443885,51.867671691792296,41.980737018425465,64.07035175879398,53.02554438860972,64.49612403100775,40.92844974446337,52.71228688773556,85.57370184254607,68.1323283082077,76.85301507537689,57.38102521674308,554,AVERAGE
SRF,829492232192.0,LARGE CAP,45.129818,5.908683,0.13763,36.195,0.20196,0.11625,0.07,0.106,2798.5,CAPITAL GOODS,Industrials,Conglomerates,2026-05-11,7.000000000000001,10.6,8.8,1186,13.763,20.196,11.625,36.195,10.1626,457,49.33,25.48,21.81,0.8,30.282000000000004,207,13.009944598617553,1549,EXPENSIVE,91.33165829145729,78.43383584589616,37.60469011725293,75.42713567839196,44.0536013400335,61.78810720268007,52.92085427135679,27.23514211886305,20.144804088586028,23.68997310372454,52.742881072026805,88.42127303182579,70.58207705192629,57.35880701605479,555,AVERAGE
SANSERA,154290520064.0,MID CAP,58.476257,5.339025,0.0,15.176,0.122930005,0.079840004,0.247,0.207,2475.3,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,24.7,20.7,22.7,811,0.0,12.2930005,7.9840004,15.176,4.16630025,890,57.27,23.89,10.16,7.04,29.0475,270,16.92273653869629,1438,EXPENSIVE,42.27386934673367,61.47403685092128,55.527638190954775,52.604690117252936,73.53433835845897,68.15326633165829,70.84380234505863,19.018087855297157,22.78534923339012,20.901718544343638,75.67001675041875,85.72026800670017,80.69514237855947,57.35391992327409,556,AVERAGE
EMUDHRA,41124319232.0,SMALL CAP,40.390816,5.0437717,0.13259,3.153,0.18315001,0.15114,0.338,0.216,501.25,IT,Technology,Software - Application,2026-05-11,33.800000000000004,21.6,27.700000000000003,703,13.259000000000002,18.315001,15.114,3.153,13.598350299999998,308,34.66,8.92,1.88,0.46,15.231,2190,22.98150495751591,1309,EXPENSIVE,91.08040201005025,76.00502512562815,73.3249581239531,81.49916247906198,81.4070351758794,68.86515912897822,75.13609715242882,31.886304909560724,24.020442930153322,27.95337391985702,11.641541038525963,36.03433835845896,23.837939698492463,57.34884061311714,557,AVERAGE
STYLAMIND,43282083840.0,SMALL CAP,30.6313,5.944819,0.0,0.0,0.18767,0.12703,0.065,0.548,2552.2,FMCG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-05-11,6.5,54.8,30.65,648,0.0,18.767,12.703,0.0,8.80585,530,49.05,14.83,4.15,1.25,22.529,1130,60.02285666269724,875,FAIR VALUE,42.27386934673367,76.75879396984925,93.27889447236181,66.26884422110552,43.027638190954775,81.11390284757118,62.07077051926298,44.23772609819122,19.974446337308347,32.106086217749784,51.88442211055276,72.2571189279732,62.07077051926298,57.337255769513106,558,AVERAGE
FSL,180155826176.0,MID CAP,27.268547,4.127155,0.159,66.635,0.12167,0.07057,0.195,0.279,260.96,IT,Technology,Information Technology Services,2026-05-11,19.5,27.9,23.700000000000003,793,15.9,12.167,7.057,66.635,4.315849999999999,873,31.09,16.64,17.22,1.12,20.0665,1527,39.43052609651983,1065,EXPENSIVE,93.38358458961474,61.097152428810716,22.780569514237854,66.34840871021775,67.12730318257957,72.19430485762143,69.6608040201005,50.07751937984496,29.514480408858603,39.79599989435178,9.882747068676718,75.83752093802345,42.86013400335008,57.33399059863585,559,AVERAGE
VIJAYA,138149150720.0,MID CAP,80.15522,15.95617,0.0,42.224,0.30074,0.20727,0.214,0.225,1342.6,PHARMA,Healthcare,Diagnostics & Research,2026-05-11,21.4,22.5,21.95,830,0.0,30.074,20.727,42.224,9.98155,468,64.04,17.38,11.98,6.48,29.975,226,10.800343033418638,1614,EXPENSIVE,42.27386934673367,87.43718592964824,33.50083752093803,58.584589614740366,69.82830820770519,69.24204355108877,69.53517587939697,11.886304909560723,3.960817717206133,7.923561313383428,96.16834170854271,76.8425460636516,86.50544388609715,57.32173068813732,560,AVERAGE
SIGNPOST,15925428224.0,SMALL CAP,31.832268,6.325768,0.0,82.071,0.19243999,0.09528,0.269,2.139,297.95,OTHERS,Communication Services,Advertising Agencies,2026-05-11,26.9,213.9,120.4,216,0.0,19.243999,9.528,82.071,-0.0519002999999997,1399,60.62,5.72,3.26,1.75,23.573,928,207.58699187709465,280,UNDERVALUED,42.27386934673367,77.428810720268,17.922948073701843,51.46566164154104,75.67001675041875,93.21608040201005,84.44304857621441,41.96382428940568,18.313458262350938,30.138641275878307,85.72026800670017,19.49329983249581,52.60678391959799,57.32169810442189,561,AVERAGE
TGBHOTELS,276463616.0,MICRO CAP,14.089551,0.36377648,0.0,24.265,0.07097,0.04889,0.034,0.0,9.44,FMCG,Consumer Cyclical,Lodging,2026-05-11,3.4000000000000004,0.0,1.7000000000000002,1446,0.0,7.097,4.889,24.265,0.9248499999999996,1270,64.87,12.24,8.02,1.22,28.2595,327,87.43644411998856,628,UNDERVALUED,42.27386934673367,41.75041876046901,47.06867671691792,43.02345058626466,36.620603015075375,40.619765494137354,38.620184254606365,80.31007751937985,91.9931856899489,86.15163160466437,98.91122278056952,56.88860971524288,77.89991624790619,57.30340002277542,562,AVERAGE
VSTTILLERS,43332993024.0,SMALL CAP,35.03813,4.096949,0.0,0.173,0.1092,0.102239996,0.435,22.85,5008.0,CAPITAL GOODS,Industrials,Farm & Heavy Construction Machinery,2026-05-11,43.5,2285.0,1164.25,28,0.0,10.92,10.2239996,0.173,5.8146999,750,36.83,10.15,4.13,5.17,16.451,2087,1964.904162543227,68,UNDERVALUED,42.27386934673367,55.98827470686767,84.2964824120603,56.164154103852596,85.55276381909547,99.12060301507537,92.33668341708542,37.88113695090439,29.770017035775126,33.82557699333976,16.93886097152429,42.8391959798995,29.889028475711896,57.29317235009174,563,AVERAGE
