SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,CURRENT_PRICE,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,GROWTH_SCORE,GROWTH_RANK,ROE_SCORE,OPERATING_MARGIN_SCORE,PROFIT_MARGIN_SCORE,DEBT_PENALTY,QUALITY_SCORE,QUALITY_RANK,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,PLEDGE_PERCENT,OWNERSHIP_SCORE,OWNERSHIP_RANK,VALUATION_SCORE,VALUATION_RANK,VALUATION_STATUS,ROE_FACTOR,MARGIN_FACTOR,DEBT_FACTOR,QUALITY_FACTOR,REVENUE_FACTOR,EARNINGS_FACTOR,GROWTH_FACTOR,PE_FACTOR,PB_FACTOR,VALUE_FACTOR,PROMOTER_FACTOR,FII_FACTOR,OWNERSHIP_FACTOR,FACTOR_SCORE,FACTOR_RANK,FACTOR_GRADE,VOLATILITY,SHARPE_RATIO,MAX_DRAWDOWN,RISK_SCORE,RISK_RANK
UNITDSPR,920962662400.0,LARGE CAP,52.296574,10.699919,0.0,4.898,0.14050001,0.13314,0.076,0.246,1266.1,FMCG,Consumer Defensive,Beverages - Wineries & Distilleries,2026-05-11,7.6,24.6,16.1,965,0.0,14.050001000000002,13.314,4.898,7.053700300000001,637,52.67,32.02,21.2,9.41,32.3995,126,17.680451082540277,1421,EXPENSIVE,42.27386934673367,66.91792294807371,69.43048576214406,57.56281407035176,45.10050251256281,70.30988274706867,57.70519262981574,21.65374677002584,8.347529812606473,15.000638291316156,62.604690117252936,92.5460636515913,77.57537688442211,53.09560504519791,849,AVERAGE,0.23316515340292712,-0.7660532420169932,-0.23499194989280414,176.9989381953425,121
ACCELYA,17305507840.0,SMALL CAP,16.053724,6.232261,0.39095002,33.047,0.22778,0.20044,-0.002,-0.569,1159.4,IT,Technology,Information Technology Services,2026-05-11,-0.2,-56.89999999999999,-28.55,2167,39.095002,22.778,20.044,33.047,22.2229507,139,12.66,10.41,7.99,5.73,8.9785,2363,-99.02517282230224,2246,EXPENSIVE,99.20435510887772,81.44891122278057,39.69849246231156,80.20100502512564,26.088777219430487,7.516750418760469,16.80276381909548,74.93540051679587,18.56899488926746,46.75219770303166,1.277219430485762,44.72361809045226,23.00041876046901,43.05165394596647,1489,WEAK,0.23415214162132061,-0.30989945019926735,-0.27497037177803796,176.86301475156483,122
EICHERMOT,1975748132864.0,LARGE CAP,36.939686,8.944361,0.0,2.018,0.22009,0.23883,0.229,0.213,7202.5,AUTO,Consumer Cyclical,Auto Manufacturers,2026-05-11,22.9,21.3,22.1,826,0.0,22.009,23.883,2.018,12.37165,361,59.01,44.18,15.65,4.91,37.329,33,21.73538343960996,1330,EXPENSIVE,42.27386934673367,80.82077051926298,76.59128978224456,64.55611390284757,71.71273031825795,68.61390284757118,70.16331658291458,35.71059431524548,11.541737649063034,23.62616598215425,80.84170854271356,99.43467336683418,90.13819095477388,63.16870053311427,253,AVERAGE,0.24839396816864387,1.264735059752612,-0.19584859584859637,176.30541648525553,123
LT,5420408111104.0,LARGE CAP,33.720154,4.9609566,0.1554,97.64,0.10696,0.05515,0.117,-0.031,3940.2,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,11.7,-3.1,4.300000000000001,1341,15.54,10.696,5.515,97.64,0.2625499999999992,1333,45.88,30.69,23.78,4.88,30.722,188,4.475460493442303,1758,EXPENSIVE,92.75544388609715,55.1926298157454,14.447236180904522,62.06867671691793,53.70603015075377,25.73283082077052,39.71943048576215,39.22480620155039,24.44633730834753,31.83557175494896,42.62981574539364,91.87604690117251,67.25293132328308,50.35413277645043,1046,AVERAGE,0.24209385298263275,0.5536431726642189,-0.24347574105058112,175.65412161682863,124
LICI,5049561907200.0,LARGE CAP,9.524576,4.1461525,0.0,0.0,0.06466,0.05973,0.161,0.0,798.35,OTHERS,Financial Services,Insurance - Life,2026-05-11,16.1,0.0,8.05,1210,0.0,6.465999999999999,5.973,0.0,3.43305,954,50.85,26.47,18.47,3.58,29.998,224,14.58503239016668,1508,EXPENSIVE,42.27386934673367,39.0284757118928,93.2788944723618,51.17671691792295,61.28559463986599,40.61976549413736,50.95268006700167,90.43927648578811,29.42930153321976,59.934289009503935,57.286432160804026,88.92378559463987,73.10510887772195,57.24669867292257,568,AVERAGE,0.23958138109188085,0.0838211071887007,-0.24416948409269257,175.4841983858501,125
JLHL,82626297856.0,MID CAP,43.66597,5.6930146,0.0,27.808,0.16894,0.13445,0.139,-0.19,1260.2,PHARMA,Healthcare,Medical Care Facilities,2026-05-11,13.900000000000002,-19.0,-2.549999999999999,1694,0.0,16.894000000000002,13.445,27.808,5.648649999999999,757,40.48,21.82,16.73,2.0,24.6965,722,-6.867982370611673,1923,EXPENSIVE,42.27386934673367,73.24120603015075,44.13735343383585,55.03350083752094,57.72613065326632,18.04857621440536,37.88735343383584,28.733850129198967,21.29471890971039,25.01428451945468,27.5963149078727,82.64237855946399,55.11934673366834,43.90298253203164,1440,WEAK,0.2367686505644599,-0.4022957766541304,-0.24780587942434096,175.40293510814456,126
BIKAJI,165598855168.0,MID CAP,67.32416,11.055593,0.0,19.446,0.094069995,0.08538,0.105,1.175,660.45,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,10.5,117.5,64.0,372,0.0,9.4069995,8.538,19.446,3.01199985,1000,47.39,12.67,8.06,6.78,21.7245,1255,55.6663173610242,902,FAIR VALUE,42.27386934673367,51.08877721943048,51.42378559463987,47.62981574539364,51.04690117252931,89.07035175879398,70.05862646566165,15.555555555555555,7.921635434412266,11.738595494983912,46.96398659966499,59.33835845896147,53.15117252931323,48.28448626817602,1183,WEAK,0.23838957854743936,-0.14809787731506818,-0.24695821976434762,175.29871416440304,127
GODIGIT,289209450496.0,LARGE CAP,53.214283,6.1589637,0.117089994,7.469,0.054050002,0.051960003,0.226,0.289,312.9,OTHERS,Financial Services,Insurance - Property & Casualty,2026-05-11,22.6,28.9,25.75,740,11.7089994,5.4050002,5.1960003,7.469,6.271749925,705,45.49,27.81,18.76,0.64,28.8905,284,21.915245483849983,1327,EXPENSIVE,89.74036850921273,34.27554438860972,65.15912897822446,62.63819095477387,71.41959798994975,72.92713567839196,72.17336683417085,21.188630490956072,18.781942078364565,19.98528628466032,41.268844221105525,89.74036850921273,65.50460636515913,57.54144586664731,545,AVERAGE,0.24611990065055186,0.3805627432923301,-0.18436952536909323,174.89244312938564,128
TVSMOTOR,1717325004800.0,LARGE CAP,59.632015,51.394474,0.0,346.085,0.13137001,0.055159997,0.317,0.487,3613.7,AUTO,Consumer Cyclical,Auto Manufacturers,2026-05-11,31.7,48.7,40.2,540,0.0,13.137001,5.5159997,346.085,-29.288399775,2249,46.69,30.22,10.66,6.01,27.4715,383,25.754763112723005,1267,EXPENSIVE,42.27386934673367,64.07035175879398,2.805695142378559,43.09882747068678,79.89949748743719,80.0251256281407,79.96231155778895,18.656330749354005,0.4684838160136286,9.562407282683816,44.84924623115578,91.39447236180904,68.12185929648241,52.45519502437596,894,AVERAGE,0.2543582943711868,1.216165518236437,-0.15924837371326572,174.68214495057234,129
VINATIORGA,142145437696.0,MID CAP,32.096508,4.8415933,0.0,0.0,0.23982,0.195,0.017,0.076,1370.2,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,1.7000000000000002,7.6,4.65,1330,0.0,23.982,19.5,0.0,12.0696,369,52.17,20.52,16.93,4.71,28.177,334,14.546125311576416,1511,EXPENSIVE,42.27386934673367,82.6214405360134,93.2788944723618,68.61390284757118,33.458961474036855,59.25460636515913,46.35678391959799,41.60206718346253,25.127768313458255,33.36491774846039,61.264656616415415,80.52763819095478,70.89614740368509,55.34341906057985,696,AVERAGE,0.23170728524659737,-0.7999273707194311,-0.39948573748552707,174.438329733244,130
STARHEALTH,303586803712.0,LARGE CAP,54.482574,3.9903944,0.0,0.0,0.03249,0.025840001,0.138,188.0,515.95,OTHERS,Financial Services,Insurance - Life,2026-05-11,13.8,18800.0,9406.9,6,0.0,3.249,2.5840001,0.0,1.620700025,1179,50.67,43.62,12.0,8.92,32.92849999999999,112,10360.18604637632,23,UNDERVALUED,42.27386934673367,25.25125628140704,93.2788944723618,45.66582914572865,57.6214405360134,99.87437185929647,78.74790619765494,20.46511627906977,30.579216354344123,25.522166316706944,56.61641541038526,99.12060301507536,77.86850921273032,58.00225570890253,517,AVERAGE,0.2531799410727799,1.4234956098393934,-0.18623794820008477,174.42333172501614,131
LICHSGFIN,322116878336.0,LARGE CAP,5.8718534,0.8362811,0.0,679.251,0.83098,0.65141,-0.02,-0.026,585.6,NBFC,Financial Services,Mortgage Finance,2026-05-11,-2.0,-2.6,-2.3,1687,0.0,83.098,65.141,679.251,-26.71045,2234,33.44,42.33,11.02,0.59,27.099,415,29.40155413285774,1200,EXPENSIVE,42.27386934673367,98.11557788944724,1.1306532663316584,56.3819095477387,23.450586264656614,25.984087102177558,24.717336683417088,96.58914728682171,81.09028960817717,88.83971844749945,10.887772194304858,98.36683417085426,54.62730318257956,53.02317819536254,853,AVERAGE,0.2401748048060333,0.0802419369867576,-0.2654710599971474,174.40010842184296,132
IOC,1982198185984.0,LARGE CAP,5.407165,0.9802442,0.0,72.631,0.08914,0.04636,0.057,5.13,140.37,POWER,Energy,Oil & Gas Refining & Marketing,2026-05-11,5.7,513.0,259.35,102,0.0,8.914,4.636,72.631,-3.429900000000001,1719,53.26,24.73,14.37,7.05,28.9475,281,2884.225693726201,55,UNDERVALUED,42.27386934673367,49.41373534338359,20.35175879396985,40.74539363484087,41.12227805695142,96.56616415410384,68.84422110552764,97.10594315245476,77.4701873935264,87.2880652729906,64.38442211055276,87.64656616415411,76.01549413735344,65.53759630417936,182,STRONG,0.24163258062721907,0.33106741846443055,-0.27593696265105716,174.11289207290847,133
AJANTPHARM,382827724800.0,LARGE CAP,36.318596,8.870272,0.25393,5.747,0.23563999,0.18774,0.267,0.186,3064.2,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,26.700000000000003,18.6,22.65,812,25.393,23.563999,18.774,5.747,20.0755497,179,61.85,32.94,23.59,7.74,36.653,49,19.847477637459843,1363,EXPENSIVE,97.48743718592964,82.1608040201005,67.71356783919597,85.40201005025126,75.41876046901173,66.72948073701842,71.07412060301507,36.5374677002584,11.584327086882451,24.060897393570425,89.57286432160804,93.25795644891124,91.41541038525963,70.03810075174592,70,STRONG,0.25490751480763896,1.0140310480900987,-0.15400967893641182,173.96197881633958,134
TEXINFRA,13226881024.0,SMALL CAP,116.62922,0.91477925,0.0,2.014,-0.67539,0.69698995,-0.039,0.0,103.8,REALTY,Real Estate,Real Estate Services,2026-05-11,-3.9,0.0,-1.95,1678,0.0,-67.539,69.698995,2.014,-3.038351250000002,1676,54.99,3.4,9.74,0.64,22.6375,1106,33.394989859428456,1133,EXPENSIVE,42.27386934673367,3.30820770519263,76.63316582914574,33.55946398659967,21.29396984924623,40.61976549413736,30.956867671691796,7.02842377260982,79.25894378194208,43.14368377727595,69.34673366834171,7.035175879396985,38.19095477386935,35.6218272077165,1785,WEAK,0.2463716629568385,0.38830414272537195,-0.21520271681759418,173.2031135440517,135
NMDC,763041808384.0,LARGE CAP,11.056051,2.3509495,0.0,11.21,0.26767,0.24884,0.159,-0.065,86.79,METALS,Basic Materials,Steel,2026-05-11,15.9,-6.5,4.7,1329,0.0,26.767000000000003,24.884,11.21,13.1301,332,63.85,38.49,13.01,4.79,36.668,47,-1.2586706929240918,1855,EXPENSIVE,42.27386934673367,85.17587939698493,60.36432160804021,63.05276381909548,60.90871021775545,23.869346733668344,42.389028475711896,87.59689922480621,50.72402044293016,69.16045983386817,95.39363484087102,95.93802345058626,95.66582914572864,64.59779548436157,203,AVERAGE,0.26672274722610034,1.225539072673716,-0.1137419522074512,172.4542792320578,136
HINDALCO,2288702717952.0,LARGE CAP,14.16217,1.6847597,0.0,57.571,0.0868,0.06143,0.139,-0.451,1023.5,OTHERS,Basic Materials,Aluminum,2026-05-11,13.900000000000002,-45.1,-15.6,1988,0.0,8.68,6.143,57.571,-1.617350000000001,1552,53.08,35.49,14.36,2.83,32.532,119,-74.90508701312841,2221,EXPENSIVE,42.27386934673367,48.618090452261306,26.13065326633166,41.582914572864325,57.72613065326632,10.050251256281408,33.88819095477387,79.8966408268734,62.60647359454856,71.25155721071097,63.96566164154104,94.40954773869346,79.18760469011725,52.72916403845711,870,AVERAGE,0.26072876319401095,1.9184263796840912,-0.17948346278432104,172.2329317323531,137
TECHM,1290846208000.0,LARGE CAP,26.924072,4.6955047,0.16608,7.269,0.13825,0.084680006,0.126,0.159,1457.4,IT,Technology,Information Technology Services,2026-05-11,12.6,15.9,14.25,1019,16.608,13.825,8.4680006,7.269,11.35040015,409,10.68,35.12,10.03,1.98,16.583499999999997,2068,25.59123697919953,1271,EXPENSIVE,93.88609715242882,66.28978224455612,65.36850921273032,77.14405360134003,55.10887772194305,65.2428810720268,60.175879396984925,50.49095607235142,26.107325383304943,38.29914072782818,0.3350083752093802,94.2211055276382,47.278056951423785,58.31141943534789,498,AVERAGE,0.24334194718385785,-0.07814072371027682,-0.246946430226884,172.16410237763512,138
KENNAMET,68317159424.0,MID CAP,61.33386,8.516233,0.14094,0.262,0.098500006,0.08971,0.164,0.102,3108.4,CAPITAL GOODS,Industrials,Tools & Accessories,2026-05-11,16.400000000000002,10.2,13.3,1038,14.094,9.8500006,8.971,0.262,10.10445018,461,38.71,17.26,18.61,6.66,22.713,1094,9.163940173230404,1645,EXPENSIVE,91.66666666666666,52.51256281407035,83.8358458961474,74.43886097152429,61.93467336683417,61.4321608040201,61.68341708542714,17.77777777777778,12.350936967632029,15.064357372704904,22.02680067001675,76.65410385259631,49.34045226130653,53.71764534388771,817,AVERAGE,0.5990124576459862,7.331132821854598,-0.026371546343221253,171.9404203947422,139
AUROPHARMA,863419629568.0,LARGE CAP,24.739557,2.463726,0.0,22.248,0.15135999,0.10509,0.084,0.076,1486.6,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,8.4,7.6,8.0,1215,0.0,15.135999,10.509,22.248,4.9432497,809,46.83,31.59,28.8,3.71,32.6965,114,23.009532373794816,1308,EXPENSIVE,42.27386934673367,69.43048576214406,48.95309882747069,54.47236180904524,46.628978224455615,59.25460636515913,52.94179229480737,54.78036175710594,48.93526405451448,51.85781290581021,45.18425460636516,92.33668341708542,68.76046901172529,56.347902614662885,633,AVERAGE,0.2570818935515805,0.9736043858625656,-0.1615974384148462,171.8632948614453,140
COLPAL,581777293312.0,LARGE CAP,43.84994,36.770897,0.0,3.791,0.27304,0.22483,0.017,0.003,2139.0,FMCG,Consumer Defensive,Household & Personal Products,2026-05-11,1.7000000000000002,0.3,1.0,1471,0.0,27.304,22.483,3.791,13.43285,320,38.66,29.54,22.41,3.35,27.6605,370,1.9333099771306068,1805,EXPENSIVE,42.27386934673367,85.42713567839196,71.69179229480737,65.41876046901173,33.458961474036855,54.22948073701842,43.84422110552764,28.578811369509044,0.9369676320272572,14.757889500768153,21.712730318257957,91.08040201005024,56.3965661641541,47.009785605346266,1269,WEAK,0.23770108112915736,-0.6420198654820296,-0.32595167672684744,171.84637772040762,141
CONCOR,403657490432.0,LARGE CAP,31.566406,3.1565654,0.0,7.016,0.15624,0.14035,0.045,-0.089,530.0,CAPITAL GOODS,Industrials,Railroads,2026-05-11,4.5,-8.9,-2.2,1686,0.0,15.624,14.035,7.016,7.49435,610,43.31,37.0,13.36,4.81,29.1175,264,2.312811506276038,1795,EXPENSIVE,42.27386934673367,70.47738693467338,65.57788944723619,58.21608040201006,38.79815745393635,22.634003350083752,30.71608040201005,42.53229974160207,38.50085178875639,40.516575765179226,35.25963149078727,95.18425460636516,65.22194304857621,47.82735200395712,1213,WEAK,0.2416289051193805,0.032170916315196744,-0.33597716197263394,171.62457749483653,142
BEL,3157459206144.0,LARGE CAP,52.805622,14.654296,0.0,0.273,0.27842,0.22475,0.24,0.207,431.95,DEFENCE,Industrials,Aerospace & Defense,2026-05-11,24.0,20.7,22.35,820,0.0,27.842,22.475,0.273,13.94405,297,60.79,36.83,21.69,4.32,37.316,34,14.564787803117566,1509,EXPENSIVE,42.27386934673367,85.80402010050251,83.75209380234506,67.98157453936349,72.96901172529313,68.15326633165829,70.56113902847571,21.343669250645995,4.855195911413969,13.099432581029982,86.55778894472361,95.1005025125628,90.8291457286432,62.3485297322864,286,AVERAGE,0.2608392141827665,1.2897077911546493,-0.1562889690000503,171.30681469293762,143
DMART,2862431600640.0,LARGE CAP,95.880295,11.67555,0.12944001,9.913,0.05242,0.04316,0.189,0.196,4389.4,FMCG,Consumer Defensive,Discount Stores,2026-05-11,18.9,19.6,19.25,880,12.944001,5.242,4.316,9.913,6.19070035,713,43.17,25.95,18.72,2.49,27.3255,393,9.119305933819602,1648,EXPENSIVE,90.7035175879397,33.54271356783919,62.3534338358459,62.16917922948075,66.4572864321608,67.60887772194305,67.03308207705192,9.25064599483204,7.325383304940375,8.288014649886208,34.92462311557789,88.65159128978225,61.78810720268007,52.77590276247306,867,AVERAGE,0.24869192563933587,0.4781425757415935,-0.24496299747452188,170.91863963943314,144
MRF,546725756928.0,LARGE CAP,22.514435,2.8122365,0.12295,15.288,0.10729,0.07789,0.134,0.371,128910.0,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,13.4,37.1,25.25,760,12.295,10.729,7.789,15.288,7.940399999999999,583,40.32,35.45,23.0,8.31,29.666,240,61.879255473230046,859,FAIR VALUE,90.32663316582916,55.36013400335008,55.44388609715243,69.36348408710218,56.93048576214406,76.48659966499163,66.70854271356785,60.20671834625323,43.05792163543441,51.63231999084383,26.716917922948078,94.34673366834171,60.53182579564489,63.25443719749875,250,AVERAGE,0.24572407130402363,-0.2129532814906641,-0.229921159924513,170.6310355721667,145
GAIL,1068516114432.0,LARGE CAP,12.452873,1.2122003,0.0,25.373,0.04933,0.060289998,-0.045,-0.57,162.51,IT,Utilities,Utilities - Regulated Gas,2026-05-11,-4.5,-56.99999999999999,-30.75,2185,0.0,4.933,6.028999799999999,25.373,0.4498499499999999,1316,18.02,38.11,29.73,3.06,24.8665,693,-109.35721433752975,2255,EXPENSIVE,42.27386934673367,32.1608040201005,46.06365159128978,38.98659966499163,20.644891122278057,7.432998324958123,14.03894472361809,84.08268733850129,71.89097103918229,77.9868291888418,3.015075376884422,95.70770519262982,49.36139028475712,41.3773072113027,1577,WEAK,0.24217523287510978,-0.3325400444339899,-0.2981875063469861,170.54668533737737,146
GODREJCP,1034398007296.0,LARGE CAP,55.42215,8.166052,0.15099,34.899,0.19620001,0.12264,0.084,0.097,1010.9,FMCG,Consumer Defensive,Household & Personal Products,2026-05-11,8.4,9.7,9.05,1179,15.099000000000002,19.620001,12.264,34.899,10.7467503,439,36.8,32.58,29.68,5.19,29.555,242,9.646087276728254,1638,EXPENSIVE,92.50418760469012,78.09882747068677,38.31658291457287,75.90452261306532,46.628978224455615,60.95058626465661,53.78978224455612,20.103359173126613,12.862010221465075,16.482684697295845,16.834170854271356,92.8391959798995,54.83668341708543,53.172165080162685,847,AVERAGE,0.24205186821614608,-0.8303842558400164,-0.23234345456038563,170.54024646290748,147
